Tue Sep 22 15:01:48 CDT 2009,DIRL,0,0,0.20806144986754252,1.3496437002866104,131.7298904710156,570
Tue Sep 22 15:03:51 CDT 2009,RANDOM,0,0,0.03180067806930729,2.635334418582299,12.763838677859601,112
Tue Sep 22 15:04:45 CDT 2009,COIN,67,39,0.09324055881702523,1.0147493358037865,117.14556031081615,300
Tue Sep 22 15:06:32 CDT 2009,TEAM,20,18,0.11160915199841734,5.934567216240901,22.10139279596207,311
Tue Sep 22 15:09:09 CDT 2009,SORA,0,0,0.15503268035236978,1.1437271444933192,139.7449516985137,418
Fri Sep 25 11:20:50 CDT 2009,TEAM,3,2,0.027572423020273466,7.244600993319459,5.525460923526117,83
Fri Sep 25 11:26:23 CDT 2009,RANDOM,0,0,0.024492502156231867,2.635334418582299,6.9134869363402505,80
Fri Sep 25 11:26:50 CDT 2009,COIN,31,14,0.08718141699441291,0.9126783154274,119.9623899095457,249
Fri Sep 25 11:28:27 CDT 2009,DIRL,0,0,0.15925061382376687,1.3264962278182864,82.76319451067631,432
Fri Sep 25 11:28:54 CDT 2009,SORA,0,0,0.11656068087434518,1.2608730689699164,104.75522220744331,317
