0,
1,task:Sleep,-1.1428571428571429E-5,0.01712462075058503,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-4.7659144833320906E-5,0.0,0.0,
2,task:Sleep,-1.1428571428571429E-5,4.328018694981154E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01707373953652096,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,0.017227641971545988,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.941664977278995E-5,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,3.3360174789933523E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.015636586864150207,0.0,0.0,
5,task:10-0,1.3501811556738668,-0.03647019140881794,-3.659561860838022,-Infinity,task:Sleep,-1.1428571428571427E-5,-1.1415614417891187E-5,0.014520119159508441,-1.1428571428571429E-5,task:Diffuse,-8.706628458639407E-5,-7.059193802374152E-5,-8.624123361284923E-5,-8.752857142857145E-5,
6,task:Sleep,-1.1428571428571429E-5,0.017117627190162063,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.534052694530458E-5,0.0,0.0,
7,task:10-0,-2.3639165463455147,-0.4645750428852963,2.4771549408075906,-0.18012364774101575,task:Sleep,-1.1428571428571429E-5,-1.1428566603282238E-5,-1.1000217599999998E-5,-1.1428571428571427E-5,task:Diffuse,-8.752857142857145E-5,-3.464654834237047E-5,-8.294784000000002E-5,-8.752857101388069E-5,
8,task:10-0,1.2166507163885556,-0.08112850054651084,-3.095930105547975,-Infinity,task:Sleep,6.514734857188666E-7,1.424099872010515E-5,0.030148705481424332,-1.1428571428571429E-5,task:Diffuse,-6.591040201263889E-5,9.88055905219771E-5,-5.871549154286567E-6,-8.752857142857145E-5,
9,task:Sleep,-1.1428571428571429E-5,0.01617279662824825,0.0,0.0,task:Diffuse,-8.752857142857145E-5,1.3512010994616545E-5,0.0,0.0,
10,task:Sleep,-1.1428571428571429E-5,0.01712140151127888,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.524778826385552E-5,0.0,0.0,
11,task:Sleep,-1.1428571428571429E-5,0.017127063294223987,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-4.653153411589694E-5,0.0,0.0,
12,task:10-0,-0.10163040962390286,-0.00529812620138349,-Infinity,-5.885865560112582E-4,task:Sleep,0.003207503359999999,2.935501220348896E-4,-1.1428571428571429E-5,1.0541502255114705,task:Diffuse,0.05521962561614617,0.019311407764161053,-8.752857142857145E-5,-8.149983346665755E-5,
13,task:Sleep,-1.1428571428571429E-5,0.017190774849548673,0.0,0.0,task:Diffuse,-8.752857142857145E-5,2.969087713171525E-5,0.0,0.0,
14,task:Sleep,-1.1428571428571429E-5,0.017134486683566118,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.547449433924254E-5,0.0,0.0,
15,task:Sleep,-1.1428571428571429E-5,-9.556523351335813E-6,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017041856630136673,0.0,0.0,
16,task:Sleep,-1.1428571428571427E-5,1.1170549681113488E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01710144416421732,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,0.017126753169051094,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.496147058371833E-5,0.0,0.0,
18,task:10-0,6.406620622590486,-0.7571344584484015,-Infinity,-9.817729575037475,task:Sleep,-8.685706228135023E-6,1.954366400743744E-4,-1.1428571428571427E-5,1.2456856879818545E-4,task:Diffuse,-7.292404819106967E-5,0.0156487646657528,-8.752857142857145E-5,0.14482447640309187,
