0,0,0,0,156,2,0,1,0,0,0,0.0,0.0,0.09626233833936612,156
1,0,0,56,168,2,198,1,31,0,770,0.3004931235495908,8.793106876450397,0.09626233833936612
2,0,0,28,28,2,938,1,29,0,32,0.011239741278530491,-0.011239741278530491,0.09626233833936612
3,0,0,48,97,2,837,1,26,0,136,0.04691443651338126,3.9104855634866205,0.09626233833936612
4,0,0,0,0,2,935,1,31,0,33,0.011586298788248944,-0.011586298788248944,0.09626233833936612
5,124,176,28,157,2,104,1,340,0,555,0.20841399748461273,10.697118002515392,0.09626233833936612
6,44,73,15,15,2,554,1,415,0,30,0.011744375029177388,0.012644624970822626,0.09626233833936612
7,47,50,86,181,2,640,1,29,0,330,0.11780228604454357,7.378520713955457,0.09626233833936612
8,0,0,0,0,2,961,1,18,0,20,0.007130246471024121,-0.007130246471024121,0.09626233833936612
9,35,192,0,0,2,86,1,883,0,30,0.01318684004564664,0.11885015995435345,0.09626233833936612
10,173,188,0,0,2,635,1,335,0,29,0.01115763755437236,0.0014573624456276355,0.09626233833936612
11,31,215,0,0,2,481,1,486,0,32,0.012644482174728695,0.14209951782527136,0.09626233833936612
12,48,80,0,0,2,890,1,83,0,26,0.0093626158684639,0.017549384131536096,0.09626233833936612
13,0,0,0,0,2,926,1,36,0,37,0.012961396152428344,-0.012961396152428344,0.09626233833936612
