0,
1,task:Diffuse,-1.2014285714285716E-4,0.01558411090036864,0.0,0.0,
2,task:Diffuse,-1.2014285714285716E-4,0.015151743415288391,0.0,0.0,
3,task:Diffuse,-1.2014285714285716E-4,0.015461236224080672,0.0,0.0,
4,task:Diffuse,-1.2014285714285716E-4,0.0161056951508176,0.0,0.0,
5,task:10-0,0.0,6.849424758022969,-2.6555759942571937,-2.42068577235992,task:Diffuse,4.549145599999997E-4,0.0,0.17492822024091284,-1.2014285714285716E-4,
6,task:Diffuse,-1.2014285714285716E-4,0.01700092867756619,0.0,0.0,
7,task:10-0,-Infinity,-0.0035505540841313564,0.0,0.0,task:Diffuse,-1.2014285714285716E-4,0.015349315257299932,0.0,0.0,
8,task:10-0,0.0,6.849292312107703,-0.0387119228565088,-0.007517948342400438,task:Diffuse,4.549145599999997E-4,-6.728E-5,0.01567180915800789,-1.2014285714285716E-4,
9,task:Diffuse,-1.2014285714285716E-4,0.015549597912770522,0.0,0.0,
10,task:Diffuse,-1.2014285714285716E-4,0.01622382171285565,0.0,0.0,
11,task:Diffuse,-1.2014285714285716E-4,0.01558921338376195,0.0,0.0,
12,task:10-0,-0.027873661791384577,6.8492948969367395,-0.006931377716296223,-0.028209080429539114,task:Diffuse,0.0632349728,-6.728E-5,0.01718909183606961,-1.2014285714285716E-4,
13,task:Diffuse,-1.2014285714285716E-4,0.017695797208574116,0.0,0.0,
14,task:Diffuse,-1.2014285714285716E-4,0.01606721976564071,0.0,0.0,
15,task:Diffuse,-1.2014285714285716E-4,0.015355770290201541,0.0,0.0,
16,task:Diffuse,-1.2014285714285716E-4,0.01891372970832752,0.0,0.0,
17,task:Diffuse,-1.2014285714285716E-4,0.0138684705662076,0.0,0.0,
18,task:10-0,-Infinity,-0.0036981710283900265,0.0,0.0,task:Diffuse,-1.2014285714285716E-4,0.003131599682856946,0.0,0.0,
