0,
1,task:Sleep,-1.1428571428571427E-5,0.01712801835969998,0.0,0.0,task:Diffuse,-8.752857142857143E-5,6.236622500673087E-6,0.0,0.0,
2,task:Sleep,-1.1428571428571427E-5,0.01712559327270695,0.0,0.0,task:Diffuse,-8.75285714285658E-5,-2.9293156663793665E-5,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,0.020560796032292643,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.510687156435227E-5,0.0,0.0,
4,task:Sleep,-1.1428571428571427E-5,0.017142378983408237,0.0,0.0,task:Diffuse,-8.752857142857998E-5,4.4228130582100055E-5,0.0,0.0,
5,task:10-0,0.0,6.849304492666906,-0.33332579713356714,-Infinity,task:Sleep,-6.4E-6,0.0,1.0299759634966863,-1.1428571428571429E-5,task:Diffuse,0.002610972799999999,-6.728E-5,-8.739856949423875E-5,-8.752857142857145E-5,
6,task:Sleep,-1.1428571428571429E-5,0.01713695865403727,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-4.461208697106475E-5,0.0,0.0,
7,task:10-0,-0.4748952877348386,-0.2797838602470544,0.0,0.0,task:Sleep,-1.1428571428571429E-5,0.015445428423788363,0.0,0.0,task:Diffuse,-8.7528571473158E-5,1.7345972574375355E-4,0.0,0.0,
8,task:10-0,0.0,6.84929169250011,-10.559462424024426,-Infinity,task:Sleep,0.0,-6.4E-6,0.01536230125886847,-1.1428571428571429E-5,task:Diffuse,4.549145599999997E-4,-6.728E-5,-5.236801371228739E-5,-8.752857142857145E-5,
9,task:Sleep,-1.1428571428571429E-5,-7.238595771408275E-7,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01714610414797029,0.0,0.0,
10,task:Sleep,-1.1428571428571427E-5,0.017122845962854724,0.0,0.0,task:Diffuse,-8.752857142857143E-5,-3.464590133535935E-5,0.0,0.0,
11,task:Sleep,-1.1428571428571429E-5,0.017127473989242793,0.0,0.0,task:Diffuse,-8.752857142857143E-5,-5.938872478470235E-5,0.0,0.0,
12,task:10-0,0.0,6.849293751284364,-43.68376105996041,-Infinity,task:Sleep,0.0,-6.4E-6,8.295324832572765E-5,-1.1428571428571429E-5,task:Diffuse,4.549145599999997E-4,-6.728E-5,2.0765619650469323E-4,-8.752857142857145E-5,
13,task:Sleep,-1.1428571428571429E-5,0.017035476862637865,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.649832246231019E-5,0.0,0.0,
