0,0,0,0,81,2,0,1,0,0,0,0.0,0.0,0.02765821779303301,81
1,0,0,5,28,2,115,1,98,0,986,0.40372214327634803,1.2802778567236521,0.02765821779303301
2,70,76,3,20,2,89,1,70,0,1040,0.43118006918796764,1.005265930812027,0.02765821779303301
3,0,0,5,24,2,124,1,112,0,963,0.39226158127893984,1.1233384187210615,0.02765821779303301
4,0,0,3,17,2,118,1,100,0,981,0.401214775858445,0.6933852241415532,0.02765821779303301
5,0,0,2,9,2,125,1,114,0,960,0.3907771443715003,0.19862285562849993,0.02765821779303301
6,0,0,1,8,2,121,1,106,0,972,0.3972241704583727,0.1921758295416273,0.02765821779303301
7,35,41,0,0,2,107,1,86,0,1006,0.41430570149883883,-0.4092597014988387,0.02765821779303301
8,289,309,0,0,2,65,1,47,0,1087,0.45571470179527634,-0.4388947017952764,0.02765821779303301
9,308,318,0,0,2,60,1,43,0,1096,0.46048422596669225,-0.4520742259666922,0.02765821779303301
10,386,396,0,0,2,68,1,51,0,1080,0.45202498587264134,-0.44361498587264103,0.02765821779303301
11,296,309,0,0,2,68,1,51,0,1080,0.452024988860353,-0.44109198886035283,0.02765821779303301
12,220,234,0,0,2,107,1,87,0,1005,0.4132922509389513,-0.40151825093895127,0.02765821779303301
13,279,296,0,0,2,86,1,68,0,1045,0.4337638062233558,-0.419466806223356,0.02765821779303301
14,100,105,0,0,2,115,1,98,0,986,0.4037221458269932,-0.39951714582699327,0.02765821779303301
15,175,183,0,0,2,107,1,87,0,1005,0.41329225717472684,-0.4065642571747269,0.02765821779303301
16,22,24,0,0,2,130,1,116,0,953,0.3878058957714719,-0.38612389577147194,0.02765821779303301
17,125,133,0,0,2,121,1,106,0,972,0.39672816110017434,-0.39000016110017444,0.02765821779303301
18,0,0,0,0,2,127,1,115,0,957,0.38929041586280994,-0.38929041586280994,0.02765821779303301
