0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0
1,0,0,0,0,2,1135,1,31,0,33,0.011651046715551883,-0.011651046715551883,0.0
2,0,0,1,1,2,1135,1,31,0,33,0.01165104673151968,-0.01165104673151968,0.0
3,0,0,0,0,2,1126,1,36,0,37,0.013029317131361224,-0.013029317131361224,0.0
4,0,0,0,0,2,1125,1,36,0,38,0.013370325539165713,-0.013370325539165713,0.0
5,0,0,0,0,2,1122,1,38,0,39,0.01371762230312549,-0.01371762230312549,0.0
6,1,1,1,1,2,1118,1,40,0,41,0.014406401562300898,-0.014406401562300898,0.0
7,0,0,1,1,2,1132,1,31,0,36,0.01267301077041503,-0.01267301077041503,0.0
8,0,0,1,1,2,1127,1,35,0,37,0.013026233136557121,-0.013026233136557121,0.0
9,0,0,0,0,2,1124,1,37,0,38,0.013373410477136586,-0.013373410477136586,0.0
10,3,3,0,0,2,1129,1,33,0,37,0.013016981538715753,-0.013016981538715753,0.0
11,4,4,0,0,2,1122,1,38,0,39,0.013717622306187581,-0.013717622306187581,0.0
12,4,4,0,0,2,1129,1,33,0,37,0.013020065452653046,-0.013020065452653046,0.0
13,0,0,0,0,2,1138,1,29,0,32,0.011304466747723087,-0.011304466747723087,0.0
