0,interests=34,dataPkts=1958,reinf=0,task-Sleep,0,task-Diffuse,0,totalTracks=1950
1,interests=32,dataPkts=863,reinf=55,task-Sleep,1111,task-Diffuse,1288
2,interests=30,dataPkts=1185,reinf=61,task-Sleep,974,task-Diffuse,1425
3,interests=63,dataPkts=34,reinf=44,task-10-0,1007,task-Sleep,1205,task-Diffuse,187
4,interests=38,dataPkts=1417,reinf=71,task-Sleep,734,task-Diffuse,1665
5,interests=22,dataPkts=173,reinf=55,task-10-0,1019,task-Sleep,1050,task-Diffuse,330
6,interests=22,dataPkts=86,reinf=7,task-Sleep,1925,task-Diffuse,474
7,interests=9,dataPkts=237,reinf=35,task-10-0,866,task-Sleep,1337,task-Diffuse,196
8,interests=17,dataPkts=465,reinf=36,task-10-0,392,task-Sleep,1369,task-Diffuse,638
