0,interests=60,dataPkts=1506,reinf=0,task-Sleep,0,task-Diffuse,0,totalTracks=1421,lastTrackTime9001.207197999996,averageDelay=0.04554026845170292
1,interests=86,dataPkts=907,reinf=94,task-Sleep,923,task-Diffuse,1476
2,interests=86,dataPkts=900,reinf=87,task-Sleep,1010,task-Diffuse,1389
3,interests=114,dataPkts=1329,reinf=153,task-Sleep,782,task-Diffuse,1617
4,interests=114,dataPkts=1314,reinf=170,task-Sleep,778,task-Diffuse,1621
5,interests=76,dataPkts=243,reinf=82,task-10-0,1053,task-Sleep,897,task-Diffuse,449
6,interests=76,dataPkts=990,reinf=79,task-Sleep,952,task-Diffuse,1447
7,interests=21,dataPkts=99,reinf=51,task-10-0,869,task-Sleep,1235,task-Diffuse,295
8,interests=95,dataPkts=185,reinf=69,task-10-0,776,task-Sleep,1076,task-Diffuse,547
