Sun Sep 06 14:13:05 CDT 2009,SORA,0,0,0.32026157830725027,1.6427410011467445,141.4395282164082,437
Sun Sep 06 14:13:27 CDT 2009,DIRL,0,0,0.16982644773876027,1.2817135799831314,113.29278936520845,326
Sun Sep 06 14:14:51 CDT 2009,RANDOM,0,0,0.0257414345266391,1.9032970800871971,21.869046661931726,117
Sun Sep 06 14:15:31 CDT 2009,COIN,38,38,0.2778757880515725,1.5091630001618916,146.0483649712052,524
Sun Sep 06 14:16:37 CDT 2009,TEAM,41,35,0.2742765569017011,4.5409309574412235,51.00364137818927,492
Fri Sep 25 11:47:36 CDT 2009,DIRL,0,0,0.20588769544891442,1.288035496419051,96.29102044699556,316
Fri Sep 25 11:47:59 CDT 2009,SORA,0,0,0.32927448145625793,1.744091960173822,170.90481640785873,436
Fri Sep 25 11:48:53 CDT 2009,COIN,39,24,0.04890425521504716,0.6954681796222062,102.39484479164153,167
Fri Sep 25 11:49:07 CDT 2009,RANDOM,0,0,0.01801087528209684,1.9032970800871971,14.914972453101324,86
Fri Sep 25 11:50:07 CDT 2009,TEAM,7,4,0.03691053428395358,5.572504236893652,5.840891939719457,81
Sun Oct 04 13:05:32 CDT 2009,SORA,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.0,totalCost=0.1679575504124138,globalReward=0.0, noOfTracks=0
Sun Oct 04 13:05:46 CDT 2009,RANDOM,RewardUpdates=0,positiveUpdates=0,effectiveCost=3.3723358040859287E-4,totalCost=1.9032970800871971,globalReward=0.16360934277965533, noOfTracks=1
Sun Oct 04 13:06:12 CDT 2009,DIRL,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.0013554112098147209,totalCost=0.6044003693614717,globalReward=0.9123954263596337, noOfTracks=2
Sun Oct 04 13:07:55 CDT 2009,COIN,RewardUpdates=1,positiveUpdates=0,effectiveCost=0.0013548422720858684,totalCost=0.5825519628835801,globalReward=1.284153732711977, noOfTracks=2
Sun Oct 04 13:08:21 CDT 2009,TEAM,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.0010109676231821333,totalCost=5.113961838554404,globalReward=0.05418426424260474, noOfTracks=1
Sun Oct 04 14:20:29 CDT 2009,SORA,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.2530610958102025,totalCost=1.896585064045095,globalReward=85.11350228503728, noOfTracks=339
Sun Oct 04 14:20:46 CDT 2009,DIRL,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.17666379621237147,totalCost=1.3055162698717677,globalReward=86.60475263131246, noOfTracks=291
Sun Oct 04 14:21:19 CDT 2009,RANDOM,RewardUpdates=0,positiveUpdates=0,effectiveCost=0.014554764860293216,totalCost=1.9032970800871971,globalReward=15.870435798098576, noOfTracks=93
Sun Oct 04 14:22:52 CDT 2009,TEAM,RewardUpdates=44,positiveUpdates=29,effectiveCost=0.05496652417468019,totalCost=4.5474427872596666,globalReward=18.389123958449165, noOfTracks=174
