0,0,0,0,696,2,0,1,0,0,0,0.0,0.0,0.4052447263352148,696
1,0,0,31,410,2,66,1,26,0,907,0.3642762970863615,30.705523702913645,0.4052447263352148
2,0,0,63,397,2,163,1,25,0,811,0.3188153318723215,26.793584668127686,0.4052447263352148
3,0,0,0,0,2,955,1,20,0,24,0.008493085901172504,-0.008493085901172504,0.4052447263352148
4,0,0,0,0,2,942,1,27,0,30,0.01055313895376667,-0.01055313895376667,0.4052447263352148
5,474,500,44,441,2,62,1,57,0,880,0.35141544739408187,32.929450552605886,0.4052447263352148
6,0,0,39,445,2,96,1,24,0,879,0.3512683759549532,33.49713162404505,0.4052447263352148
7,0,0,0,0,2,948,1,22,0,29,0.010197713557048233,-0.010197713557048233,0.4052447263352148
8,0,0,0,0,2,956,1,20,0,23,0.008153736316307385,-0.008153736316307385,0.4052447263352148
9,59,500,0,0,2,79,1,888,0,32,0.013884512488301512,0.35699648751169905,0.4052447263352148
10,49,500,0,0,2,76,1,893,0,30,0.01321768471316932,0.36607331528683074,0.4052447263352148
11,0,0,0,0,2,956,1,20,0,23,0.008153736322228971,-0.008153736322228971,0.4052447263352148
12,0,0,0,0,2,955,1,20,0,24,0.008493085913495343,-0.008493085913495343,0.4052447263352148
13,0,0,0,0,2,949,1,22,0,28,0.009857785184875657,-0.009857785184875657,0.4052447263352148
