0,
1,task:Sleep,-1.1428571428571427E-5,0.017127161214641393,0.0,0.0,task:Diffuse,-8.752857142856554E-5,-6.755053750422158E-5,0.0,0.0,
2,task:Sleep,-1.1428571428571427E-5,0.017124851466423365,0.0,0.0,task:Diffuse,-8.752857142809108E-5,-2.595029551454096E-5,0.0,0.0,
3,task:Sleep,-1.1428571428571427E-5,0.01543938828297429,0.0,0.0,task:Diffuse,-8.752857142857145E-5,6.654049299071539E-4,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,0.017121441232092655,0.0,0.0,task:Diffuse,-8.752857142857143E-5,-6.524570390745155E-5,0.0,0.0,
5,task:10-0,-0.3946576257339398,-0.17326908719054038,-0.12002551676053122,-0.11515940053972484,task:Sleep,-1.1428571428571429E-5,-1.142857142856951E-5,-1.1469497729304965E-5,0.014520429780080316,task:Diffuse,-8.752857142857145E-5,-8.752715758247371E-5,-8.902684657401316E-5,-8.39695986984465E-5,
6,task:Sleep,-1.1428571428571429E-5,0.01694317490718584,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-7.06382318604637E-5,0.0,0.0,
7,task:10-0,-Infinity,-1.1329028364981615,-0.28427159435832383,-0.07672085832488351,task:Sleep,-1.1428571428571429E-5,-6.673863999557241E-6,0.0,1.8718764116032758,task:Diffuse,-8.752857142857145E-5,-5.938088039858887E-5,2.7090174680384136,-6.728E-5,
8,task:10-0,-Infinity,-0.18644155173526084,-0.22218045605606562,-0.972767592884497,task:Sleep,-1.1428571428571429E-5,5.802112066442444E-4,2.019534796329537,0.0033406912263195736,task:Diffuse,-8.752857142857145E-5,-6.169250502560913E-5,-7.233603975795251E-5,-9.075118139076085E-5,
9,task:Sleep,-1.1428571428571427E-5,0.017119125095203205,0.0,0.0,task:Diffuse,-8.752857142856788E-5,-6.527925418404677E-5,0.0,0.0,
10,task:Sleep,-1.1428571428571427E-5,0.01713329924388036,0.0,0.0,task:Diffuse,-8.75285714285693E-5,-3.159043138890616E-5,0.0,0.0,
11,task:Sleep,-1.1428571428571427E-5,0.017127241772473257,0.0,0.0,task:Diffuse,-8.752857142856197E-5,-6.636244810796694E-5,0.0,0.0,
12,task:Sleep,-1.1428571428571427E-5,-1.1097033004375773E-5,0.0,0.0,task:Diffuse,-8.752857142857126E-5,0.01704603419797009,0.0,0.0,
13,task:Sleep,-1.1428571428571427E-5,-8.419270401573687E-7,0.0,0.0,task:Diffuse,-8.752857142857143E-5,0.017063810730755472,0.0,0.0,
