0,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
1,task:Sleep,0.0task:Sample,0.497152527506239task:Route,0.17848940683026765
2,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.44452060661871406
3,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.08835825162444669
4,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
5,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
6,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.39746005157166897
7,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.08835825162444669
8,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
9,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
10,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
11,task:Sleep,0.27706206495565task:Sample,0.008777985385534176task:Route,0.0842
12,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
13,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
