0,
1,task:Sleep,-2.969257142857143E-5,1.1299958987813364E-4,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017088203586593707,0.0,0.0,
2,task:Sleep,-2.969257142857143E-5,4.328258193475097E-5,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.01707348505330215,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,0.01703703902528597,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.604352082928888E-5,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,0.01713480698137382,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-2.5300374531574017E-5,0.0,0.0,
5,task:10-0,5.11226111338988,-0.02694103184469524,-Infinity,-0.7934611286730842,task:Sleep,2.0152961165851484E-4,0.015402477810057718,-1.1428571428571429E-5,1.9308117392326127E-5,task:Diffuse,3.4594924112694487E-4,2.7782027486777458E-5,-8.752857142857145E-5,1.9905713304848376,
6,task:Sleep,-1.1428571428571429E-5,0.017146763058528806,0.0,0.0,task:Diffuse,-8.752857142857145E-5,4.0398442829297945E-5,0.0,0.0,
7,task:10-0,-Infinity,-0.9537930873935331,-0.13939367769651634,12.16696791258681,task:Sleep,-1.1428571428571429E-5,-1.1032229388326748E-5,1.5608508550043425,0.0,task:Diffuse,-8.752857142857145E-5,-4.730619545249172E-5,-8.294784000000002E-5,-6.728E-5,
8,task:10-0,8.26550159805007,-0.10160322025163969,-Infinity,-Infinity,task:Sleep,-1.1428571428642453E-5,0.017138047966774823,-1.1428571428571429E-5,-9.631004068360164E-6,task:Diffuse,-8.794226831013817E-5,-6.108832611879036E-5,-8.752857142857145E-5,-3.485569648320313E-5,
9,task:Sleep,-1.1428571428571427E-5,0.01568146693554391,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-2.5240119291531618E-5,0.0,0.0,
10,task:Sleep,-2.969257142857143E-5,1.1935373671673893E-4,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017111176884923845,0.0,0.0,
11,task:Sleep,-2.969257142857143E-5,2.343931159709357E-4,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017110712566471974,0.0,0.0,
12,task:10-0,7.078164440199282,-0.03596626150043221,-Infinity,-1.5030229035909124,task:Sleep,0.008221220767444741,0.01590915632951177,-1.1428571428571429E-5,0.017345930349681057,task:Diffuse,0.005536364955163377,2.8878018981107102E-5,-8.752857142857145E-5,7.450653235299008E-5,
13,task:Sleep,-1.1428571428571429E-5,0.015430767247211194,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-3.4354398446369326E-5,0.0,0.0,
14,task:Sleep,-2.969257142857143E-5,0.01714857161862618,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,4.11383474479305E-5,0.0,0.0,
15,task:Sleep,-1.1428571428571429E-5,0.017126799350106667,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-1.5277541573592893E-5,0.0,0.0,
16,task:Sleep,-1.1428571428571429E-5,0.01712372461548862,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.557780917302904E-5,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,4.296940108005765E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017068123084393674,0.0,0.0,
18,task:10-0,5.599815796091271,-0.3792633079442035,-Infinity,-0.20570956751771205,task:Sleep,-1.1428571428571427E-5,-1.142692093537893E-5,-1.1428571428571429E-5,0.44184426404102695,task:Diffuse,-8.478571427060757E-5,-8.30144115151794E-5,-8.752857142857145E-5,-3.355767260025064E-5,
