0,interests=40,dataPkts=1796,reinf=0,task-Sleep,0,task-Diffuse,0,totalTracks=1788
1,interests=38,dataPkts=842,reinf=52,task-Sleep,1185,task-Diffuse,1214
2,interests=38,dataPkts=1070,reinf=60,task-Sleep,1003,task-Diffuse,1396
3,interests=76,dataPkts=55,reinf=32,task-10-0,764,task-Sleep,1384,task-Diffuse,251
4,interests=46,dataPkts=1630,reinf=73,task-Sleep,752,task-Diffuse,1647
5,interests=28,dataPkts=188,reinf=66,task-10-0,1177,task-Sleep,898,task-Diffuse,324
6,interests=28,dataPkts=805,reinf=41,task-Sleep,1276,task-Diffuse,1123
7,interests=11,dataPkts=317,reinf=42,task-10-0,753,task-Sleep,1200,task-Diffuse,446
8,interests=37,dataPkts=256,reinf=32,task-10-0,665,task-Sleep,1506,task-Diffuse,228
