0,
1,task:Sleep,-1.1428571428571429E-5,0.017114738619877633,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.560616290846696E-5,0.0,0.0,
2,task:Sleep,-1.1428571428571429E-5,0.01712485787491909,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.807912489574183E-5,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,0.015510313643475567,0.0,0.0,task:Diffuse,-8.752857142857145E-5,3.193788990924746E-5,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,0.017145921322886053,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-2.9427342497937503E-5,0.0,0.0,
5,task:10-0,0.0,6.859246003360001,9.871882445957947,-0.0010034285606922693,task:Sleep,0.0,0.0,-1.923070967670969E-6,-1.4942985460686903E-5,task:Diffuse,4.549145599999997E-4,0.0,-1.8645608846066037E-5,0.06400732269160767,
6,task:Sleep,-1.1428571428571429E-5,0.0171193584530411,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-3.435686059871087E-5,0.0,0.0,
7,task:10-0,-0.0010034285714285713,-7.804904632939563E-4,0.0,0.0,task:Sleep,-1.1428571428571429E-5,-1.1252041370187778E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-8.027007631920442E-5,0.0,0.0,
8,task:10-0,0.0,6.859246003360001,11.629340169642855,9.569286312743817,task:Sleep,0.0,-6.4E-6,1.0014750550593268,2.2726823734242414,task:Diffuse,4.549145599999997E-4,-6.728E-5,0.009191878487039932,-2.814705805295494E-5,
9,task:Sleep,-1.1428571428571429E-5,6.03141432492187E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01881011814223039,0.0,0.0,
10,task:Sleep,-1.1428571428571429E-5,0.01711862519170792,0.0,0.0,task:Diffuse,-8.752857142857145E-5,4.276196512956303E-6,0.0,0.0,
11,task:Sleep,-1.1428571428571429E-5,0.016336626128696442,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.322675616845596E-5,0.0,0.0,
12,task:10-0,0.0,6.859246003360001,12.242914464285715,11.279233677596158,task:Sleep,0.0,-6.4E-6,-6.4E-6,-6.4E-6,task:Diffuse,4.549145599999997E-4,0.0,-6.728E-5,-6.728E-5,
13,task:Sleep,-1.1428571428571429E-5,0.015377138972093429,0.0,0.0,task:Diffuse,-8.752857142857145E-5,3.593058980707766E-5,0.0,0.0,
14,task:Sleep,-1.1428571428571429E-5,1.1290917766133975E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01711159921781146,0.0,0.0,
15,task:Sleep,-1.1428571428571429E-5,2.568722452538006E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.019388808365970487,0.0,0.0,
16,task:Sleep,-1.1428571428571427E-5,-8.97711143776322E-7,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017043875897076875,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,0.017115205734224884,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.54899676876735E-5,0.0,0.0,
18,task:10-0,-0.0010034285714285713,-9.93110590956791E-4,0.0,0.0,task:Sleep,-1.1428571428571429E-5,0.014520067442748611,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.829985599294241E-5,0.0,0.0,
