0,
1,task:Diffuse,-1.2014285714285716E-4,0.017486354757917107,0.0,0.0,
2,task:Diffuse,-1.2014285714285716E-4,0.015502010724414015,0.0,0.0,
3,task:Diffuse,-1.2014285714285716E-4,0.018602534509605362,0.0,0.0,
4,task:Diffuse,-1.2014285714285716E-4,0.015938716899194034,0.0,0.0,
5,task:10-0,6.845054065618412,6.849431589858184,-0.030503288483876952,-0.011174059734500585,task:Diffuse,0.002610972799999999,0.0,0.015450319152048182,-1.2014285714285716E-4,
6,task:Diffuse,-1.2014285714285716E-4,0.015445019676226421,0.0,0.0,
7,task:10-0,-Infinity,-0.0035504758878464383,0.0,0.0,task:Diffuse,-1.2014285714285716E-4,0.015324734174883448,0.0,0.0,
8,task:10-0,0.0,6.849301427964095,-0.9175748708873865,-0.6982884474973603,task:Diffuse,4.549145599999997E-4,-6.728E-5,2.648523119609103,-1.2014285714285716E-4,
9,task:Diffuse,-1.2014285714285716E-4,0.016882966629592454,0.0,0.0,
10,task:Diffuse,-1.2014285714285716E-4,0.018461166858661993,0.0,0.0,
11,task:Diffuse,-1.2014285714285716E-4,0.015388837913894721,0.0,0.0,
12,task:10-0,0.0,6.849430163693977,-0.03857870477280079,-0.04452617614508501,task:Diffuse,4.549145599999997E-4,0.0,0.015450319171136274,-1.2014285714285716E-4,
13,task:Diffuse,-1.2014285714285716E-4,0.01696856814190404,0.0,0.0,
