0,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
1,task:Sleep,2.640308312560351task:Sample,0.8354510571338958task:Route,-0.08515003444402351
2,task:Sleep,0.0task:Sample,-0.9712929984782668task:Route,-1.3638815721831405
3,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
4,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
5,task:Sleep,0.0task:Sample,-0.08645251881902351task:Route,0.0842
6,task:Sleep,0.0task:Sample,-1.2244115301528837task:Route,-1.3832835192650121
7,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
8,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
9,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
10,task:Sleep,0.0task:Sample,-0.25499951387142356task:Route,0.0842
11,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
12,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
13,task:Sleep,0.0task:Sample,8.410000000000002E-4task:Route,0.0842
