Time,Algorithm,NID,# Interests, #Data Packets, #Reinforcements, Task1, #Executions, Task2, #Executions, Task3,#Executions,,,,,
Fri Jan 01 16:03:17 CST 2010,DIRL,2,110,1920,157,task-Sleep,532,task-Diffuse,2267,13.64817453,null,,,,,
Fri Jan 01 16:03:17 CST 2010,DIRL,3,138,782,115,task-Sleep,1205,task-Diffuse,1594,0,11505.6,,,,,
Fri Jan 01 16:03:17 CST 2010,DIRL,4,148,2435,260,task-Sleep,438,task-Diffuse,2361,11.8931622,null,,,,,
Fri Jan 01 16:03:18 CST 2010,DIRL,5,98,315,139,task-10-0,2182,task-Sleep,329,task-Diffuse,288,10.59397769,null,,,
Fri Jan 01 16:03:18 CST 2010,DIRL,6,98,740,67,task-Sleep,1362,task-Diffuse,1437,0.75460497,null,,,,,
Fri Jan 01 16:03:18 CST 2010,DIRL,7,27,453,73,task-10-0,859,task-Sleep,1250,task-Diffuse,690,0,13181,,,
Fri Jan 01 16:03:18 CST 2010,DIRL,8,105,344,64,task-10-0,742,task-Sleep,1137,task-Diffuse,920,0,10341.1,,,
Fri Jan 01 16:03:50 CST 2010,DIRL,1,110,562,53,task-Sleep,1501,task-Diffuse,1298,2.848267664,null,,,,,
Fri Jan 01 16:03:50 CST 2010,DIRL,2,110,2599,193,task-Sleep,146,task-Diffuse,2653,7.962802151,null,,,,,
Fri Jan 01 16:03:50 CST 2010,DIRL,3,136,895,134,task-Sleep,1214,task-Diffuse,1585,0,11460.6,,,,,
Fri Jan 01 16:03:50 CST 2010,DIRL,4,146,3095,318,task-Sleep,47,task-Diffuse,2752,6.130634546,null,,,,,
Fri Jan 01 16:03:50 CST 2010,DIRL,5,98,206,152,task-10-0,2759,task-Sleep,16,task-Diffuse,24,5.998190623,null,,,
Fri Jan 01 16:03:51 CST 2010,DIRL,6,98,430,39,task-Sleep,1593,task-Diffuse,1206,4.151628165,null,,,,,
Fri Jan 01 16:03:51 CST 2010,DIRL,7,27,106,8,task-10-0,226,task-Sleep,2074,task-Diffuse,499,11.3172291,null,,,
Fri Jan 01 16:03:51 CST 2010,DIRL,8,105,169,70,task-10-0,1125,task-Sleep,1135,task-Diffuse,539,0,10246.1,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,1,21,1598,56,0,7765.4,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,2,29,1714,56,5.19407008,null,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,3,42,18633,37,0,7265.6,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,4,50,24806,41,3.386670855,null,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,5,32,9971,9,3.416031217,null,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,6,28,9850,9,0,7505.9,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,7,21,15913,3,0,7481,,,,,,,,,
Fri Jan 01 16:04:21 CST 2010,DIFFUSION,8,35,9165,10,0,7141.1,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,1,17,18414,22424,0,6820.4,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,2,29,22132,22424,1.882923221,null,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,3,30,53838,21814,0,5680.6,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,4,46,72550,44305,0,13205.7,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,5,27,47799,21996,0,13675.8,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,6,21,42980,21996,0,6090.9,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,7,17,33396,22394,0,6476,,,,,,,,,
Fri Jan 01 16:10:00 CST 2010,DIFFUSION,8,24,52996,44386,0,5751.1,,,,,,,,,
Fri Jan 01 16:34:11 CST 2010,DIRL,1,115,422,51,task-Sleep,1640,task-Diffuse,1159,4.928960944,null,,,,,
Fri Jan 01 16:34:11 CST 2010,DIRL,2,115,1650,154,task-Sleep,768,task-Diffuse,2031,17.13432021,null,,,,,
Fri Jan 01 16:34:11 CST 2010,DIRL,3,149,769,104,task-Sleep,1249,task-Diffuse,1550,0,12275.6,,,,,
Fri Jan 01 16:34:11 CST 2010,DIRL,4,154,2053,233,task-Sleep,719,task-Diffuse,2080,16.08081609,null,,,,,
Fri Jan 01 16:34:11 CST 2010,DIRL,5,84,331,85,task-10-0,1133,task-Sleep,1141,task-Diffuse,525,0,10140.8,,,
Fri Jan 01 16:34:12 CST 2010,DIRL,6,103,706,76,task-Sleep,1463,task-Diffuse,1336,2.249531283,null,,,,,
Fri Jan 01 16:34:12 CST 2010,DIRL,7,28,52,56,task-10-0,916,task-Sleep,1581,task-Diffuse,302,4.128447002,null,,,
Fri Jan 01 16:34:12 CST 2010,DIRL,8,115,199,86,task-10-0,947,task-Sleep,1201,task-Diffuse,651,0,11631.1,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,1,23,2742,122,0,7695.4,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,2,33,2742,122,5.256820481,null,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,3,48,21379,52,0,7110.6,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,4,53,21369,42,3.469098825,null,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,5,32,11188,48,0,7125.8,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,6,32,11187,48,0,7385.9,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,7,24,17764,10,0,7416,,,,,,,,,
Fri Jan 01 16:34:45 CST 2010,DIFFUSION,8,40,12164,50,0,7016.1,,,,,,,,,
Fri Jan 01 16:35:39 CST 2010,DIRL,1,120,289,42,task-Sleep,1796,task-Diffuse,1003,7.220969157,null,,,,,
Fri Jan 01 16:35:39 CST 2010,DIRL,2,120,1710,139,task-Sleep,818,task-Diffuse,1981,17.86078904,null,,,,,
Fri Jan 01 16:35:39 CST 2010,DIRL,3,162,789,110,task-Sleep,1328,task-Diffuse,1471,0.039412139,null,,,,,
Fri Jan 01 16:35:39 CST 2010,DIRL,4,162,1973,228,task-Sleep,817,task-Diffuse,1982,17.54150761,null,,,,,
Fri Jan 01 16:35:39 CST 2010,DIRL,5,84,141,58,task-10-0,1297,task-Sleep,1123,task-Diffuse,379,0,10280.8,,,
Fri Jan 01 16:35:40 CST 2010,DIRL,6,108,377,35,task-Sleep,1605,task-Diffuse,1194,4.361752913,null,,,,,
Fri Jan 01 16:35:40 CST 2010,DIRL,7,29,109,10,task-10-0,238,task-Sleep,2121,task-Diffuse,440,12.08460533,null,,,
Fri Jan 01 16:35:40 CST 2010,DIRL,8,85,118,108,task-10-0,1568,task-Sleep,1074,task-Diffuse,157,0,8606.1,,,
Fri Jan 01 16:40:21 CST 2010,DIFFUSION,1,20,16792,20160,0,6680.4,,,,,,,,,
Fri Jan 01 16:40:21 CST 2010,DIFFUSION,2,32,16761,20160,2.32980001,null,,,,,,,,,
Fri Jan 01 16:40:21 CST 2010,DIFFUSION,3,31,57968,21171,0,5555.6,,,,,,,,,
Fri Jan 01 16:40:21 CST 2010,DIFFUSION,4,39,54092,19910,0,13360.7,,,,,,,,,
Fri Jan 01 16:40:21 CST 2010,DIFFUSION,5,22,44304,18213,0,5835.8,,,,,,,,,
Fri Jan 01 16:40:22 CST 2010,DIFFUSION,6,22,44387,18213,0,5890.9,,,,,,,,,
Fri Jan 01 16:40:22 CST 2010,DIFFUSION,7,16,33304,37641,0,6226,,,,,,,,,
Fri Jan 01 16:40:22 CST 2010,DIFFUSION,8,26,50657,55842,0,5516.1,,,,,,,,,
Fri Jan 01 17:03:36 CST 2010,DIFFUSION,1,461,16981,547291,0,4810.4,,,,,,,,,
Fri Jan 01 17:03:36 CST 2010,DIFFUSION,2,970,36393,516217,0,2965.5,,,,,,,,,
Fri Jan 01 17:03:36 CST 2010,DIFFUSION,3,278,27438,1087700,0,2670.6,,,,,,,,,
Fri Jan 01 17:03:36 CST 2010,DIFFUSION,4,288,26656,707004,0,2525.7,,,,,,,,,
Fri Jan 01 17:03:36 CST 2010,DIFFUSION,5,524,32136,646991,0,4365.8,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,6,298,24624,644115,0,2465.9,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,7,433,22409,723086,0,4766,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,8,483,34383,1370064,0,3041.1,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,9,279,28529,703208,0,2521.2,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,10,985,38471,516920,0,2961.3,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,11,1283,37922,178006,0,3696.4,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,12,1284,37207,198971,0,3731.5,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,13,1297,44708,167808,0,3631.6,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,14,1260,29112,28004,0,4411.7,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,15,1353,50292,171748,0,2876.8,,,,,,,,,
Fri Jan 01 17:03:37 CST 2010,DIFFUSION,16,1404,41015,32785,0,3636.9,,,,,,,,,
Fri Jan 01 17:03:38 CST 2010,DIFFUSION,17,1314,50525,185404,0,2892,,,,,,,,,
Fri Jan 01 17:03:38 CST 2010,DIFFUSION,18,893,34222,293686,0,2802.1,,,,,,,,,
Fri Jan 01 17:04:27 CST 2010,DIRL,1,93,1133,111,task-Sleep,1166,task-Diffuse,1633,0,10690.4,,,,,
Fri Jan 01 17:04:27 CST 2010,DIRL,2,107,1025,92,task-Sleep,1248,task-Diffuse,1551,0,12750.5,,,,,
Fri Jan 01 17:04:27 CST 2010,DIRL,3,142,746,90,task-Sleep,1311,task-Diffuse,1488,0,13565.6,,,,,
Fri Jan 01 17:04:27 CST 2010,DIRL,4,142,2121,249,task-Sleep,692,task-Diffuse,2107,15.70008379,null,,,,,
Fri Jan 01 17:04:28 CST 2010,DIRL,5,90,158,76,task-10-0,1193,task-Sleep,1163,task-Diffuse,443,0,11100.8,,,
Fri Jan 01 17:04:28 CST 2010,DIRL,6,96,353,43,task-Sleep,1671,task-Diffuse,1128,5.298654987,null,,,,,
Fri Jan 01 17:04:28 CST 2010,DIRL,7,27,291,22,task-10-0,205,task-Sleep,1929,task-Diffuse,665,9.233533359,null,,,
Fri Jan 01 17:04:28 CST 2010,DIRL,8,85,167,120,task-10-0,1528,task-Sleep,1084,task-Diffuse,187,0,8956.1,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,1,102,1057,90,task-Sleep,1190,task-Diffuse,1609,0,11175.4,,,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,2,108,950,93,task-Sleep,1290,task-Diffuse,1509,0,13695.5,,,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,3,136,897,126,task-Sleep,1243,task-Diffuse,1556,0,11915.6,,,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,4,142,1833,213,task-Sleep,790,task-Diffuse,2009,17.14322078,null,,,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,5,84,314,80,task-10-0,1141,task-Sleep,1122,task-Diffuse,536,0,10060.8,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,6,96,712,63,task-Sleep,1448,task-Diffuse,1351,2.020164738,null,,,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,7,27,237,77,task-10-0,896,task-Sleep,1427,task-Diffuse,476,1.860776033,null,,,
Fri Jan 01 17:05:48 CST 2010,DIRL,8,115,299,70,task-10-0,820,task-Sleep,1189,task-Diffuse,790,0,11431.1,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,1,23,2742,122,0,7695.4,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,2,23,2742,122,0,7695.5,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,3,48,21379,52,0,7110.6,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,4,48,21369,42,3.517163548,null,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,5,32,11188,48,0,7125.8,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,6,32,11187,48,0,7385.9,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,7,24,17764,10,0,7416,,,,,,,,,
Fri Jan 01 17:06:30 CST 2010,DIFFUSION,8,40,12164,50,0,7016.1,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,1,20,16792,20160,0,6680.4,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,2,20,16761,20160,0,6760.5,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,3,31,57968,21171,0,5555.6,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,4,33,54092,19910,0,13375.7,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,5,22,44304,18213,0,5835.8,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,6,22,44387,18213,0,5890.9,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,7,16,33304,37641,0,6226,,,,,,,,,
Fri Jan 01 17:10:15 CST 2010,DIFFUSION,8,26,50657,55842,0,5516.1,,,,,,,,,
Fri Jan 01 17:23:30 CST 2010,DIRL,1,242,681,72,task-Sleep,1751,task-Diffuse,1248,3.018030464,null,,,,,
Fri Jan 01 17:23:30 CST 2010,DIRL,2,242,756,84,task-Sleep,1729,task-Diffuse,1270,2.681180107,null,,,,,
Fri Jan 01 17:23:30 CST 2010,DIRL,3,320,1070,210,task-Sleep,1456,task-Diffuse,1543,0,12050.6,,,,,
Fri Jan 01 17:23:30 CST 2010,DIRL,4,320,820,192,task-Sleep,1509,task-Diffuse,1490,0,13085.7,,,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,5,197,232,67,task-10-0,1128,task-Sleep,1529,task-Diffuse,342,0,14330.8,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,6,196,347,53,task-Sleep,1859,task-Diffuse,1140,4.623903699,null,,,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,7,28,283,37,task-10-0,249,task-Sleep,2040,task-Diffuse,710,7.524247366,null,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,8,222,177,83,task-10-0,1046,task-Sleep,1530,task-Diffuse,423,0,14236.1,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,9,320,965,225,task-Sleep,1508,task-Diffuse,1491,0,13376.2,,,,,
Fri Jan 01 17:23:31 CST 2010,DIRL,10,242,629,73,task-Sleep,1672,task-Diffuse,1327,1.862747383,null,,,,,
Fri Jan 01 17:23:32 CST 2010,DIRL,11,242,604,87,task-Sleep,1772,task-Diffuse,1227,3.343848375,null,,,,,
Fri Jan 01 17:23:32 CST 2010,DIRL,12,165,258,127,task-10-0,1360,task-Sleep,1325,task-Diffuse,314,0,10281.5,,,
Fri Jan 01 17:23:32 CST 2010,DIRL,13,320,875,192,task-Sleep,1522,task-Diffuse,1477,0,13611.6,,,,,
Fri Jan 01 17:23:37 CST 2010,DIRL,1,220,567,90,task-Sleep,1735,task-Diffuse,1264,2.802024571,null,,,,,
Fri Jan 01 17:23:37 CST 2010,DIRL,2,220,690,73,task-Sleep,1796,task-Diffuse,1203,3.689706246,null,,,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,3,293,895,144,task-Sleep,1450,task-Diffuse,1549,0,12065.6,,,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,4,293,947,243,task-Sleep,1476,task-Diffuse,1523,0,12645.7,,,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,5,178,180,97,task-10-0,1084,task-Sleep,1532,task-Diffuse,383,0,14505.8,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,6,177,294,45,task-Sleep,1924,task-Diffuse,1075,5.604046451,null,,,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,7,26,159,18,task-10-0,225,task-Sleep,2100,task-Diffuse,674,8.417983715,null,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,8,201,178,61,task-10-0,791,task-Sleep,1638,task-Diffuse,570,1.190029183,null,,,
Fri Jan 01 17:23:38 CST 2010,DIRL,9,269,1004,155,task-Sleep,1421,task-Diffuse,1578,0,10981.2,,,,,
Fri Jan 01 17:23:39 CST 2010,DIRL,10,220,672,73,task-Sleep,1656,task-Diffuse,1343,1.68391365,null,,,,,
Fri Jan 01 17:23:39 CST 2010,DIRL,11,220,868,127,task-Sleep,1513,task-Diffuse,1486,0,14246.4,,,,,
Fri Jan 01 17:23:39 CST 2010,DIRL,12,135,144,135,task-10-0,1616,task-Sleep,1231,task-Diffuse,152,0,8261.5,,,
Fri Jan 01 17:23:39 CST 2010,DIRL,13,269,866,142,task-Sleep,1412,task-Diffuse,1587,0,10781.6,,,,,
Fri Jan 01 17:28:08 CST 2010,DIFFUSION,1,34,4550,150,0,7140.4,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,2,34,4483,145,0,7155.5,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,3,52,27660,135,0,5960.6,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,4,52,27777,127,0,5965.7,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,5,35,19025,106,0,6060.8,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,6,30,12130,87,0,6830.9,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,7,20,22035,44,0,6761,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,8,40,19391,105,0,5951.1,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,9,52,27407,123,0,5956.2,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,10,34,4515,144,0,7156.3,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,11,34,4691,155,0,7146.4,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,12,35,19274,98,0,6061.5,,,,,,,,,
Fri Jan 01 17:28:09 CST 2010,DIFFUSION,13,51,27912,136,0,5971.6,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,1,34,4550,150,0,7140.4,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,2,34,4483,145,0,7155.5,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,3,52,27660,135,0,5960.6,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,4,52,27777,127,0,5965.7,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,5,35,19025,106,0,6060.8,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,6,30,12130,87,0,6830.9,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,7,20,22035,44,0,6761,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,8,40,19391,105,0,5951.1,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,9,52,27407,123,0,5956.2,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,10,34,4515,144,0,7156.3,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,11,34,4691,155,0,7146.4,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,12,35,19274,98,0,6061.5,,,,,,,,,
Fri Jan 01 17:28:17 CST 2010,DIFFUSION,13,51,27912,136,0,5971.6,,,,,,,,,
Fri Jan 01 17:43:51 CST 2010,DIRL,1,17,383,29,task-Sleep,1679,task-Diffuse,720,0,3605.4,,,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,2,12,124,9,task-Sleep,1853,task-Diffuse,546,0,4135.5,,,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,3,23,407,54,task-Sleep,1665,task-Diffuse,734,0,3505.6,,,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,4,23,383,46,task-Sleep,1697,task-Diffuse,702,0,3670.7,,,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,5,12,146,19,task-10-0,147,task-Sleep,1737,task-Diffuse,515,0,3850.8,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,6,12,183,17,task-Sleep,1811,task-Diffuse,588,0,3995.9,,,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,7,5,46,50,task-10-0,742,task-Sleep,1509,task-Diffuse,148,0,3241,,,
Fri Jan 01 17:43:52 CST 2010,DIRL,8,19,510,59,task-10-0,149,task-Sleep,1559,task-Diffuse,691,0,3391.1,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,1,30,329,27,task-Sleep,1717,task-Diffuse,682,0,3700.4,,,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,2,30,344,34,task-Sleep,1678,task-Diffuse,721,0,3605.5,,,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,3,42,506,73,task-Sleep,1588,task-Diffuse,811,0,3340.6,,,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,4,42,553,77,task-Sleep,1578,task-Diffuse,821,0,3320.7,,,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,5,28,79,31,task-10-0,686,task-Sleep,1520,task-Diffuse,193,0,3300.8,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,6,28,152,21,task-Sleep,1742,task-Diffuse,657,0,3835.9,,,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,7,9,86,6,task-10-0,199,task-Sleep,1882,task-Diffuse,318,0,4506,,,
Fri Jan 01 17:44:02 CST 2010,DIRL,8,35,72,35,task-10-0,560,task-Sleep,1583,task-Diffuse,256,0,3441.1,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,1,12,1134,76,0,3130.4,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,2,12,1134,76,0,3130.5,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,3,24,9124,52,0,3065.6,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,4,24,9028,42,0,3065.7,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,5,16,4799,48,0,3065.8,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,6,16,4799,48,0,3095.9,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,7,12,7558,10,0,3101,,,,,,,,,
Fri Jan 01 17:44:32 CST 2010,DIFFUSION,8,20,5127,50,0,3051.1,,,,,,,,,
Fri Jan 01 17:47:21 CST 2010,DIFFUSION,1,9,8313,20160,0,2990.4,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,2,9,8282,20160,0,2985.5,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,3,16,27490,21171,0,2840.6,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,4,16,24601,19910,0,2815.7,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,5,12,22382,18213,0,2875.8,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,6,12,22438,18213,0,2885.9,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,7,8,14633,37641,0,2926,,,,,,,,,
Fri Jan 01 17:47:22 CST 2010,DIFFUSION,8,14,25552,55842,0,2836.1,,,,,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,1,68,681,68,task-Sleep,1298,task-Diffuse,1101,0,9850.4,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,2,68,689,66,task-Sleep,1226,task-Diffuse,1173,0,9055.5,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,3,90,1036,104,task-Sleep,1065,task-Diffuse,1334,0,7035.6,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,4,90,906,111,task-Sleep,1092,task-Diffuse,1307,0,7135.7,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,5,60,445,58,task-10-0,455,task-Sleep,1225,task-Diffuse,719,0,9110.8,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,6,60,387,46,task-Sleep,1394,task-Diffuse,1005,0,10900.9,,,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,7,17,45,53,task-10-0,877,task-Sleep,1299,task-Diffuse,223,0,10101,,,
Fri Jan 01 17:59:54 CST 2010,DIRL,8,75,240,78,task-10-0,669,task-Sleep,1241,task-Diffuse,489,0,9191.1,,,
Fri Jan 01 18:06:36 CST 2010,DIRL,1,102,1016,78,task-Sleep,858,task-Diffuse,1541,5.450887162,null,,,,,
Fri Jan 01 18:06:36 CST 2010,DIRL,2,102,1176,107,task-Sleep,749,task-Diffuse,1650,3.799721243,null,,,,,
Fri Jan 01 18:06:36 CST 2010,DIRL,3,134,1490,195,task-Sleep,543,task-Diffuse,1856,0.271355705,null,,,,,
Fri Jan 01 18:06:36 CST 2010,DIRL,4,134,1594,183,task-Sleep,536,task-Diffuse,1863,0.16189115,null,,,,,
Fri Jan 01 18:06:37 CST 2010,DIRL,5,91,181,74,task-10-0,1237,task-Sleep,710,task-Diffuse,452,3.083796907,null,,,
Fri Jan 01 18:06:37 CST 2010,DIRL,6,91,953,94,task-Sleep,882,task-Diffuse,1517,5.664283914,null,,,,,
Fri Jan 01 18:06:37 CST 2010,DIRL,7,25,244,62,task-10-0,785,task-Sleep,1110,task-Diffuse,504,9.283239985,null,,,
Fri Jan 01 18:06:37 CST 2010,DIRL,8,114,418,135,task-10-0,1272,task-Sleep,485,task-Diffuse,642,0,11761.1,,,
Fri Jan 01 18:06:50 CST 2010,DIRL,1,102,1144,96,task-Sleep,823,task-Diffuse,1576,4.904475297,null,,,,,
Fri Jan 01 18:06:50 CST 2010,DIRL,2,102,1165,107,task-Sleep,760,task-Diffuse,1639,3.947250283,null,,,,,
Fri Jan 01 18:06:50 CST 2010,DIRL,3,137,1638,206,task-Sleep,508,task-Diffuse,1891,0,11805.6,,,,,
Fri Jan 01 18:06:50 CST 2010,DIRL,4,137,1668,190,task-Sleep,521,task-Diffuse,1878,0,11965.7,,,,,
Fri Jan 01 18:06:51 CST 2010,DIRL,5,92,163,84,task-10-0,1710,task-Sleep,528,task-Diffuse,161,0.325112218,null,,,
Fri Jan 01 18:06:51 CST 2010,DIRL,6,92,544,50,task-Sleep,1287,task-Diffuse,1112,11.78358021,null,,,,,
Fri Jan 01 18:06:51 CST 2010,DIRL,7,25,177,17,task-10-0,179,task-Sleep,1707,task-Diffuse,513,18.26698688,null,,,
Fri Jan 01 18:06:51 CST 2010,DIRL,8,115,144,105,task-10-0,1680,task-Sleep,524,task-Diffuse,195,0.142692047,null,,,
Fri Jan 01 18:08:11 CST 2010,DIFFUSION,1,29,3557,128,0,9840.4,,,,,,,,,
Fri Jan 01 18:08:11 CST 2010,DIFFUSION,2,29,3557,128,0,9845.5,,,,,,,,,
Fri Jan 01 18:08:11 CST 2010,DIFFUSION,3,60,27728,52,0,9165.6,,,,,,,,,
Fri Jan 01 18:08:11 CST 2010,DIFFUSION,4,60,27717,42,0,9165.7,,,,,,,,,
