Time,Algorithm,NID,# Interests, #Data Packets, #Reinforcements, Task1, #Executions, Task2, #Executions, Task3,#Executions,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,10,73,5608,73,0,5176.3,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,11,49,4181,76,0,6026.4,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,12,38,19473,104,0,4666.5,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,13,57,23181,57,0,3866.6,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,14,73,6258,80,0,4906.7,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,15,73,6280,80,0,4901.8,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,16,59,9395,39,0,4861.9,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,17,73,5498,73,0,5142,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,18,57,23594,64,0,3872.1,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,19,57,3285,85,0,6227.2,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,20,48,2386,71,0,6482.3,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,21,73,6533,72,0,5202.4,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,22,38,19509,83,0,4667.5,,,,,,,,,
Sat Jan 02 12:37:10 CST 2010,DIFFUSION,23,59,7347,40,0,4867.6,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,1,36,4357,69,0,6085.4,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,2,59,5286,133,0,5395.5,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,3,49,23714,79,0,3890.6,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,4,49,23223,78,0,3880.7,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,5,33,18918,27,0,4500.8,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,6,33,7987,24,0,5840.9,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,7,26,21586,22,0,5641,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,8,42,18274,27,0,4181.1,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,9,49,23030,77,0,3881.2,,,,,,,,,
Sat Jan 02 12:43:26 CST 2010,DIFFUSION,10,59,5348,104,0,5411.3,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,11,36,4304,66,0,6081.4,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,12,33,19007,31,0,4506.5,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,13,49,24221,81,0,3931.6,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,14,67,6415,130,0,5106.7,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,15,67,6428,131,0,5111.8,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,16,55,8927,89,0,5066.9,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,17,59,5148,102,0,5382,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,18,49,19122,80,0,3897.1,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,19,24,21000,22,0,5622.2,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,20,37,2800,141,0,6622.3,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,21,59,5717,127,0,5417.4,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,22,33,18913,32,0,4502.5,,,,,,,,,
Sat Jan 02 12:43:27 CST 2010,DIFFUSION,23,55,8941,87,0,5062.6,,,,,,,,,
Sat Jan 02 13:14:35 CST 2010,DIRL,1,460,1034,151,task-Sleep,1538,task-Diffuse,1461,0,13445.4,,,,,
Sat Jan 02 13:14:35 CST 2010,DIRL,2,623,348,74,task-Sleep,1810,task-Diffuse,1189,2.714557919,null,,,,,
Sat Jan 02 13:14:35 CST 2010,DIRL,3,670,460,94,task-Sleep,1577,task-Diffuse,1422,0,12545.6,,,,,
Sat Jan 02 13:14:36 CST 2010,DIRL,4,594,1130,252,task-Sleep,803,task-Diffuse,1392,0,10977.26518,,,,,
Sat Jan 02 13:14:36 CST 2010,DIRL,5,248,151,89,task-10-0,1246,task-Sleep,1421,task-Diffuse,332,0,11430.8,,,
Sat Jan 02 13:14:36 CST 2010,DIRL,6,332,250,42,task-Sleep,1914,task-Diffuse,1085,4.839324354,null,,,,,
Sat Jan 02 13:14:36 CST 2010,DIRL,7,33,262,26,task-10-0,230,task-Sleep,2119,task-Diffuse,650,8.487747571,null,,,
Sat Jan 02 13:14:36 CST 2010,DIRL,8,325,139,137,task-10-0,1395,task-Sleep,1390,task-Diffuse,214,0,10696.1,,,
Sat Jan 02 13:14:37 CST 2010,DIRL,9,594,804,182,task-Sleep,1517,task-Diffuse,1482,0,11256.2,,,,,
Sat Jan 02 13:14:37 CST 2010,DIRL,10,623,667,96,task-Sleep,1771,task-Diffuse,1228,2.116974109,null,,,,,
Sat Jan 02 13:14:37 CST 2010,DIRL,11,475,548,95,task-Sleep,1736,task-Diffuse,1263,1.95882763,null,,,,,
Sat Jan 02 13:14:37 CST 2010,DIRL,12,268,163,164,task-10-0,1118,task-Sleep,1462,task-Diffuse,419,0,12236.5,,,
Sat Jan 02 13:14:37 CST 2010,DIRL,13,670,565,189,task-Sleep,1571,task-Diffuse,1428,0,12421.6,,,,,
Sat Jan 02 13:14:38 CST 2010,DIRL,14,695,710,128,task-Sleep,1670,task-Diffuse,1329,0.274231754,null,,,,,
Sat Jan 02 13:14:38 CST 2010,DIRL,15,695,514,74,task-Sleep,1810,task-Diffuse,1189,2.349009184,null,,,,,
Sat Jan 02 13:14:38 CST 2010,DIRL,16,640,440,96,task-Sleep,1676,task-Diffuse,1323,0.584498967,null,,,,,
Sat Jan 02 13:14:39 CST 2010,DIRL,17,623,665,131,task-Sleep,1689,task-Diffuse,1310,0.907505103,null,,,,,
Sat Jan 02 13:14:39 CST 2010,DIRL,18,654,925,173,task-10-0,170,task-Sleep,1508,task-Diffuse,1321,0,11557.1,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,1,446,605,103,task-Sleep,1820,task-Diffuse,1179,3.215861344,null,,,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,2,584,618,161,task-Sleep,1713,task-Diffuse,1286,1.293542255,null,,,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,3,611,613,133,task-Sleep,1477,task-Diffuse,1522,0,10845.6,,,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,4,611,933,268,task-Sleep,1457,task-Diffuse,1542,0,10350.7,,,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,5,247,122,56,task-10-0,695,task-Sleep,1855,task-Diffuse,449,3.965891458,null,,,
Sat Jan 02 13:16:15 CST 2010,DIRL,6,308,467,92,task-Sleep,1854,task-Diffuse,1145,3.921279595,null,,,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,7,31,161,59,task-10-0,844,task-Sleep,1768,task-Diffuse,387,3.281125186,null,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,8,324,537,180,task-10-0,666,task-Sleep,1475,task-Diffuse,858,0,11991.1,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,9,611,788,165,task-Sleep,1497,task-Diffuse,1502,0,11016.2,,,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,10,584,694,138,task-Sleep,1690,task-Diffuse,1309,0.956312172,null,,,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,11,446,401,81,task-Sleep,1853,task-Diffuse,1146,3.698013463,null,,,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,12,247,235,183,task-10-0,1044,task-Sleep,1406,task-Diffuse,549,0,10946.5,,,
Sat Jan 02 13:16:16 CST 2010,DIRL,13,611,751,154,task-Sleep,1531,task-Diffuse,1468,0,11491.6,,,,,
Sat Jan 02 13:16:17 CST 2010,DIRL,14,633,738,156,task-Sleep,1569,task-Diffuse,1430,0,13166.7,,,,,
Sat Jan 02 13:16:17 CST 2010,DIRL,15,660,625,98,task-Sleep,1685,task-Diffuse,1314,0.515350236,null,,,,,
Sat Jan 02 13:16:17 CST 2010,DIRL,16,602,619,174,task-Sleep,1614,task-Diffuse,1385,0,14521.9,,,,,
Sat Jan 02 13:16:17 CST 2010,DIRL,17,584,616,94,task-Sleep,1598,task-Diffuse,1401,0,14307,,,,,
Sat Jan 02 13:16:17 CST 2010,DIRL,18,720,415,186,task-10-0,373,task-Sleep,1539,task-Diffuse,1087,0,12027.1,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,1,51,5316,194,0,6190.4,,,,,,,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,2,61,6650,205,0,5855.5,,,,,,,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,3,66,23198,193,0,4550.6,,,,,,,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,4,66,23366,201,0,4555.7,,,,,,,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,5,42,16661,157,0,5200.8,,,,,,,,,
Sat Jan 02 13:25:54 CST 2010,DIFFUSION,6,42,10545,149,0,5990.9,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,7,21,18700,46,0,6336,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,8,48,16778,149,0,4911.1,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,9,66,23085,192,0,4536.2,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,10,61,6473,205,0,5841.3,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,11,51,5771,195,0,6226.4,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,12,42,16636,161,0,5201.5,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,13,66,23082,164,0,4536.6,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,14,72,7215,211,0,5621.7,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,15,72,6949,203,0,5591.8,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,16,61,13466,185,0,5401.9,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,17,61,6544,201,0,5847,,,,,,,,,
Sat Jan 02 13:25:55 CST 2010,DIFFUSION,18,67,22987,163,0,4537.1,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,1,196,5911,664978,0,4340.4,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,2,241,7610,669520,0,3975.5,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,3,244,7731,770780,0,2290.6,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,4,244,7521,764756,0,2285.7,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,5,176,3016,982627,0,2170.8,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,6,177,3690,578913,0,3885.9,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,7,4,1287,770726,0,1891,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,8,208,3611,860398,0,2216.1,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,9,244,8441,764233,0,2286.2,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,10,242,7015,664977,0,3961.3,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,11,195,6523,682968,0,4386.4,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,12,176,3416,970818,0,2146.5,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,13,244,9110,908305,0,2446.6,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,14,245,9843,676163,0,3451.7,,,,,,,,,
Sat Jan 02 14:01:46 CST 2010,DIFFUSION,15,243,11479,676154,0,3441.8,,,,,,,,,
Sat Jan 02 14:01:47 CST 2010,DIFFUSION,16,256,7678,824489,0,3591.9,,,,,,,,,
Sat Jan 02 14:01:47 CST 2010,DIFFUSION,17,241,7952,669847,0,3972,,,,,,,,,
Sat Jan 02 14:01:47 CST 2010,DIFFUSION,18,244,7810,785908,0,2297.1,,,,,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,1,77,809,85,task-Sleep,986,task-Diffuse,1413,1.52474007,null,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,2,77,1062,106,task-Sleep,859,task-Diffuse,1540,0,11395.5,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,3,102,1221,157,task-Sleep,801,task-Diffuse,1598,0,9495.6,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,4,102,1450,161,task-Sleep,803,task-Diffuse,1596,0,9480.7,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,5,68,448,66,task-10-0,532,task-Sleep,1017,task-Diffuse,850,1.833925224,null,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,6,68,476,49,task-Sleep,1258,task-Diffuse,1141,5.394494091,null,,,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,7,19,77,58,task-10-0,883,task-Sleep,1182,task-Diffuse,334,4.395433055,null,,,
Sat Jan 02 14:06:26 CST 2010,DIRL,8,65,133,95,task-10-0,1140,task-Sleep,915,task-Diffuse,344,0.23565565,null,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,1,75,864,80,task-Sleep,1050,task-Diffuse,1349,2.442404541,null,,,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,2,77,841,76,task-Sleep,1057,task-Diffuse,1342,2.56040302,null,,,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,3,101,1381,166,task-Sleep,839,task-Diffuse,1560,0,10305.6,,,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,4,101,1346,170,task-Sleep,802,task-Diffuse,1597,0,9290.7,,,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,5,68,163,78,task-10-0,1336,task-Sleep,802,task-Diffuse,261,0,9910.8,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,6,68,519,58,task-Sleep,1315,task-Diffuse,1084,6.241493096,null,,,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,7,19,131,13,task-10-0,192,task-Sleep,1688,task-Diffuse,519,11.8583626,null,,,
Sat Jan 02 14:11:10 CST 2010,DIRL,8,85,158,93,task-10-0,1359,task-Sleep,809,task-Diffuse,231,0,9961.1,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,1,21,1042,87,task-Sleep,1109,task-Diffuse,1290,3.294434957,null,,,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,2,21,819,69,task-Sleep,1207,task-Diffuse,1192,4.755424426,null,,,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,3,29,1138,121,task-Sleep,905,task-Diffuse,1494,0,11935.6,,,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,4,29,1024,111,task-Sleep,1064,task-Diffuse,1335,2.317315541,null,,,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,5,20,68,39,task-10-0,709,task-Sleep,1353,task-Diffuse,337,6.834465239,null,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,6,20,72,8,task-Sleep,1737,task-Diffuse,662,12.470616,null,,,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,7,7,63,6,task-10-0,198,task-Sleep,1855,task-Diffuse,346,14.34163476,null,,,
Sat Jan 02 14:16:12 CST 2010,DIRL,8,15,110,112,task-10-0,1590,task-Sleep,723,task-Diffuse,86,0,8516.1,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,1,43,902,74,task-Sleep,1098,task-Diffuse,1301,3.169042394,null,,,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,2,43,972,86,task-Sleep,1107,task-Diffuse,1292,3.299000147,null,,,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,3,54,1408,141,task-Sleep,787,task-Diffuse,1612,0,9170.6,,,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,4,59,1377,142,task-Sleep,826,task-Diffuse,1573,0,10075.7,,,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,5,39,154,29,task-10-0,1433,task-Sleep,794,task-Diffuse,172,0,10010.8,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,6,39,247,31,task-Sleep,1502,task-Diffuse,897,9.032669045,null,,,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,7,12,132,7,task-10-0,192,task-Sleep,1817,task-Diffuse,390,13.76130149,null,,,
Sat Jan 02 14:21:11 CST 2010,DIRL,8,49,171,65,task-10-0,1210,task-Sleep,842,task-Diffuse,347,0,10821.1,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,1,21,902,73,task-Sleep,1142,task-Diffuse,1257,3.804556585,null,,,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,2,21,946,71,task-Sleep,1145,task-Diffuse,1254,3.851596718,null,,,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,3,29,1028,104,task-Sleep,986,task-Diffuse,1413,1.166098005,null,,,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,4,29,1129,84,task-Sleep,947,task-Diffuse,1452,0.599186736,null,,,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,5,12,798,80,task-10-0,886,task-Sleep,724,task-Diffuse,789,0,8695.8,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,6,20,122,14,task-Sleep,1716,task-Diffuse,683,12.15264126,null,,,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,7,7,89,18,task-10-0,878,task-Sleep,1204,task-Diffuse,317,4.796906359,null,,,
Sat Jan 02 14:27:11 CST 2010,DIRL,8,25,108,22,task-10-0,589,task-Sleep,1337,task-Diffuse,473,6.496650211,null,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,1,21,803,62,task-Sleep,1205,task-Diffuse,1194,4.705569428,null,,,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,2,21,1003,95,task-Sleep,1036,task-Diffuse,1363,2.236157231,null,,,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,3,30,1072,109,task-Sleep,953,task-Diffuse,1446,0.640843108,null,,,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,4,30,1089,107,task-Sleep,920,task-Diffuse,1479,0.142407562,null,,,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,5,20,165,71,task-10-0,1079,task-Sleep,1017,task-Diffuse,303,1.848680756,null,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,6,20,776,70,task-Sleep,1265,task-Diffuse,1134,5.493148582,null,,,,,
Sun Jan 03 09:37:45 CST 2010,DIRL,7,7,163,59,task-10-0,862,task-Sleep,1261,task-Diffuse,276,5.566717302,null,,,
Sun Jan 03 09:37:46 CST 2010,DIRL,8,25,131,41,task-10-0,620,task-Sleep,1288,task-Diffuse,491,5.731327431,null,,,
Sun Jan 03 09:44:39 CST 2010,DIRL,1,21,1054,94,task-Sleep,1112,task-Diffuse,1287,3.372015048,null,,,2399,1112,
Sun Jan 03 09:44:39 CST 2010,DIRL,2,21,997,77,task-Sleep,1159,task-Diffuse,1240,4.051782872,null,,,2399,1159,
Sun Jan 03 09:44:39 CST 2010,DIRL,3,28,1137,113,task-Sleep,828,task-Diffuse,1571,0,10050.6,,,2399,828,
Sun Jan 03 09:44:39 CST 2010,DIRL,4,28,1241,130,task-Sleep,833,task-Diffuse,1566,0,10350.7,,,2399,833,
Sun Jan 03 09:44:40 CST 2010,DIRL,5,20,105,81,task-10-0,1247,task-Sleep,996,task-Diffuse,156,1.567973027,null,2399,996,
Sun Jan 03 09:44:40 CST 2010,DIRL,6,20,56,11,task-Sleep,1768,task-Diffuse,631,12.92478855,null,,,2399,1768,
Sun Jan 03 09:44:40 CST 2010,DIRL,7,7,72,6,task-10-0,196,task-Sleep,1825,task-Diffuse,378,13.86553014,null,2399,927,
Sun Jan 03 09:44:40 CST 2010,DIRL,8,25,101,89,task-10-0,1255,task-Sleep,927,task-Diffuse,217,0.455462957,null,2399,1825,
Sun Jan 03 09:58:00 CST 2010,DIRL,1,34,578,49,task-Sleep,1787,task-Diffuse,1212,4.039879993,null,,,19192,9448,0.507711546
Sun Jan 03 09:58:00 CST 2010,DIRL,2,34,682,55,task-Sleep,1689,task-Diffuse,1310,2.604658391,null,,,,,
Sun Jan 03 09:58:01 CST 2010,DIRL,3,39,1554,111,task-Sleep,1284,task-Diffuse,1715,0,9035.6,,,,,
Sun Jan 03 09:58:01 CST 2010,DIRL,4,20,83,66,task-10-0,1581,task-Sleep,1269,task-Diffuse,149,0,9770.7,,,
Sun Jan 03 09:58:01 CST 2010,DIRL,5,1,15,1,task-10-0,266,task-Sleep,2425,task-Diffuse,308,13.54593421,null,,,
Sun Jan 03 09:59:12 CST 2010,DIRL,1,32,680,51,task-Sleep,1682,task-Diffuse,1317,2.495586207,null,,,,,
Sun Jan 03 09:59:12 CST 2010,DIRL,2,32,700,49,task-Sleep,1656,task-Diffuse,1343,2.122089381,null,,,,,
Sun Jan 03 09:59:12 CST 2010,DIRL,3,35,1567,117,task-Sleep,1298,task-Diffuse,1701,0,8980.6,,,,,
Sun Jan 03 09:59:13 CST 2010,DIRL,4,18,91,69,task-10-0,1593,task-Sleep,1274,task-Diffuse,132,0,9180.7,,,
Sun Jan 03 09:59:13 CST 2010,DIRL,5,1,46,1,task-10-0,269,task-Sleep,2363,task-Diffuse,367,12.64615084,null,,,
Sun Jan 03 10:03:34 CST 2010,DIRL,1,21,944,91,task-Sleep,1550,task-Diffuse,1449,0.368631577,null,,,,,
Sun Jan 03 10:03:34 CST 2010,DIRL,2,21,715,64,task-Sleep,1769,task-Diffuse,1230,3.580140023,null,,,,,
Sun Jan 03 10:03:34 CST 2010,DIRL,3,30,1237,133,task-Sleep,1426,task-Diffuse,1573,0,11550.6,,,,,
Sun Jan 03 10:03:35 CST 2010,DIRL,4,30,863,114,task-Sleep,1435,task-Diffuse,1564,0,11955.7,,,,,
Sun Jan 03 10:03:36 CST 2010,DIRL,5,20,161,72,task-10-0,1114,task-Sleep,1495,task-Diffuse,390,0,14240.8,,,
Sun Jan 03 10:03:36 CST 2010,DIRL,6,20,719,70,task-Sleep,1831,task-Diffuse,1168,4.36915706,null,,,,,
Sun Jan 03 10:03:36 CST 2010,DIRL,7,7,159,60,task-10-0,913,task-Sleep,1725,task-Diffuse,361,2.941240631,null,,,
Sun Jan 03 10:03:36 CST 2010,DIRL,8,25,137,45,task-10-0,620,task-Sleep,1911,task-Diffuse,468,5.418303908,null,,,
Sun Jan 03 10:05:26 CST 2010,DIRL,1,3,1400,124,task-Sleep,1370,task-Diffuse,1629,0,10805.4,,,,,
Sun Jan 03 10:05:26 CST 2010,DIRL,2,4,20,3,task-Sleep,2500,task-Diffuse,499,14.3419038,null,,,,,
Sun Jan 03 10:05:26 CST 2010,DIRL,3,6,174,26,task-Sleep,2097,task-Diffuse,902,8.079858922,null,,,,,
Sun Jan 03 10:05:27 CST 2010,DIRL,4,6,1503,166,task-Sleep,1362,task-Diffuse,1637,0,9905.7,,,,,
Sun Jan 03 10:05:27 CST 2010,DIRL,5,4,103,111,task-10-0,1572,task-Sleep,1308,task-Diffuse,119,0,9905.8,,,
Sun Jan 03 10:05:27 CST 2010,DIRL,6,4,46,7,task-Sleep,2398,task-Diffuse,601,12.74220098,null,,,,,
Sun Jan 03 10:05:27 CST 2010,DIRL,7,3,25,3,task-10-0,258,task-Sleep,2391,task-Diffuse,350,12.77703508,null,,,
Sun Jan 03 10:05:27 CST 2010,DIRL,8,5,65,11,task-10-0,326,task-Sleep,2292,task-Diffuse,381,11.09587398,null,,,
Sun Jan 03 10:06:08 CST 2010,DIRL,1,221,527,81,task-Sleep,1760,task-Diffuse,1239,2.912030747,null,,,,,
Sun Jan 03 10:06:08 CST 2010,DIRL,2,221,669,78,task-Sleep,1701,task-Diffuse,1298,2.03965995,null,,,,,
Sun Jan 03 10:06:08 CST 2010,DIRL,3,292,816,139,task-Sleep,1502,task-Diffuse,1497,0,12350.6,,,,,
Sun Jan 03 10:06:08 CST 2010,DIRL,4,292,1149,183,task-Sleep,1495,task-Diffuse,1504,0,12170.7,,,,,
Sun Jan 03 10:06:09 CST 2010,DIRL,5,167,136,92,task-10-0,1258,task-Sleep,1431,task-Diffuse,310,0,11990.8,,,
Sun Jan 03 10:06:09 CST 2010,DIRL,6,178,396,59,task-Sleep,1912,task-Diffuse,1087,5.179232527,null,,,,,
Sun Jan 03 10:06:09 CST 2010,DIRL,7,26,120,42,task-10-0,710,task-Sleep,1926,task-Diffuse,363,5.677442151,null,,,
Sun Jan 03 10:06:09 CST 2010,DIRL,8,188,237,119,task-10-0,1054,task-Sleep,1408,task-Diffuse,537,0,11196.1,,,
Sun Jan 03 10:06:10 CST 2010,DIRL,9,268,825,172,task-Sleep,1421,task-Diffuse,1578,0,10551.2,,,,,
Sun Jan 03 10:06:10 CST 2010,DIRL,10,221,550,76,task-Sleep,1706,task-Diffuse,1293,2.137223393,null,,,,,
Sun Jan 03 10:06:10 CST 2010,DIRL,11,221,675,78,task-Sleep,1711,task-Diffuse,1288,2.227391445,null,,,,,
Sun Jan 03 10:06:10 CST 2010,DIRL,12,179,453,76,task-10-0,743,task-Sleep,1436,task-Diffuse,820,0,12021.5,,,
Sun Jan 03 10:06:11 CST 2010,DIRL,13,268,1172,227,task-Sleep,1453,task-Diffuse,1546,0,10926.6,,,,,
Sun Jan 03 10:07:59 CST 2010,DIRL,1,207,867,139,task-Sleep,1523,task-Diffuse,1476,0,14120.4,,,,,
Sun Jan 03 10:07:59 CST 2010,DIRL,2,207,727,101,task-Sleep,1731,task-Diffuse,1268,2.464333377,null,,,,,
Sun Jan 03 10:07:59 CST 2010,DIRL,3,216,1120,169,task-Sleep,1412,task-Diffuse,1587,0,9925.6,,,,,
Sun Jan 03 10:07:59 CST 2010,DIRL,4,276,892,166,task-Sleep,1552,task-Diffuse,1447,0,13550.7,,,,,
Sun Jan 03 10:08:00 CST 2010,DIRL,5,155,140,97,task-10-0,1166,task-Sleep,1426,task-Diffuse,407,0,11880.8,,,
Sun Jan 03 10:08:00 CST 2010,DIRL,6,166,449,79,task-Sleep,1695,task-Diffuse,1304,1.98753358,null,,,,,
Sun Jan 03 10:08:00 CST 2010,DIRL,7,25,274,32,task-10-0,225,task-Sleep,2128,task-Diffuse,646,8.645177859,null,,,
Sun Jan 03 10:08:01 CST 2010,DIRL,8,175,176,126,task-10-0,1219,task-Sleep,1379,task-Diffuse,401,0,10841.1,,,
Sun Jan 03 10:08:01 CST 2010,DIRL,9,276,834,137,task-Sleep,1529,task-Diffuse,1470,0,13081.2,,,,,
Sun Jan 03 10:08:01 CST 2010,DIRL,10,207,559,83,task-Sleep,1658,task-Diffuse,1341,1.414347406,null,,,,,
Sun Jan 03 10:08:02 CST 2010,DIRL,11,207,554,74,task-Sleep,1738,task-Diffuse,1261,2.605439695,null,,,,,
Sun Jan 03 10:08:02 CST 2010,DIRL,12,155,153,121,task-10-0,1284,task-Sleep,1369,task-Diffuse,346,0,10586.5,,,
