0,interests=10,dataPkts=3216,reinf=34,totalTracks=1074
1,interests=15,dataPkts=5757,reinf=45
2,interests=15,dataPkts=5757,reinf=45
3,interests=30,dataPkts=9019,reinf=47
4,interests=30,dataPkts=10297,reinf=42
5,interests=20,dataPkts=7657,reinf=11
6,interests=20,dataPkts=7657,reinf=11
7,interests=15,dataPkts=3597,reinf=7
8,interests=25,dataPkts=9184,reinf=10
