0,0,0,0,84,2,0,1,0,0,0,0.0,0.0,0.04583239300078455,84
1,132,142,8,26,2,90,1,77,0,832,0.3288037860556658,1.1952062139443338,0.04583239300078455
2,0,0,9,34,2,97,1,81,0,821,0.32369072006239835,1.7813092799376022,0.04583239300078455
3,0,0,4,25,2,109,1,87,0,803,0.3153775978550922,1.4528224021449085,0.04583239300078455
4,0,0,3,14,2,111,1,89,0,799,0.31354236315654577,0.6126576368434541,0.04583239300078455
5,318,336,3,12,2,63,1,45,0,891,0.35663783818290234,0.41630016181709845,0.04583239300078455
6,253,269,11,30,2,82,1,65,0,852,0.33814760159700274,1.2751083984029958,0.04583239300078455
7,0,0,4,29,2,111,1,88,0,800,0.31399877229111267,1.7068012277088873,0.04583239300078455
8,0,0,3,18,2,106,1,86,0,807,0.31768266348654056,0.9453173365134594,0.04583239300078455
9,330,341,0,0,2,47,1,31,0,921,0.3711035509626901,-0.3618525509626901,0.04583239300078455
10,437,467,0,0,2,69,1,51,0,879,0.3509113712707718,-0.3256813712707719,0.04583239300078455
11,337,366,0,0,2,95,1,78,0,826,0.32600661810473336,-0.3016176181047335,0.04583239300078455
12,148,166,0,0,2,102,1,85,0,812,0.319529711895811,-0.30439171189581105,0.04583239300078455
13,0,0,0,0,2,107,1,87,0,805,0.316300658196518,-0.316300658196518,0.04583239300078455
