0,interests=34,dataPkts=1888,reinf=0,task-Sleep,0,task-Diffuse,0,totalTracks=1885
1,interests=31,dataPkts=1181,reinf=66,task-Sleep,870,task-Diffuse,1529
2,interests=31,dataPkts=815,reinf=46,task-Sleep,1203,task-Diffuse,1196
3,interests=62,dataPkts=32,reinf=47,task-10-0,952,task-Sleep,1188,task-Diffuse,259
4,interests=36,dataPkts=1400,reinf=65,task-Sleep,852,task-Diffuse,1547
5,interests=22,dataPkts=175,reinf=58,task-10-0,1090,task-Sleep,1004,task-Diffuse,305
6,interests=22,dataPkts=305,reinf=16,task-Sleep,1683,task-Diffuse,716
7,interests=9,dataPkts=173,reinf=36,task-10-0,858,task-Sleep,1352,task-Diffuse,189
8,interests=29,dataPkts=227,reinf=30,task-10-0,385,task-Sleep,1576,task-Diffuse,438
