0,
1,task:Sleep,-2.969257142857143E-5,1.2646243811911877E-5,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017053397457440025,0.0,0.0,
2,task:Sleep,-1.1428571428571429E-5,0.0170227742088164,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-7.671916292221993E-6,0.0,0.0,
3,task:10-0,-Infinity,-0.35338077318656186,-Infinity,0.0,task:Sleep,-2.969257142857143E-5,0.017428891035722666,-1.1428571428571427E-5,0.0,task:Diffuse,-9.12877453931582E-5,-2.999087293629236E-5,-8.752857142857143E-5,0.0,
4,task:10-0,7.534704794162413,-0.3140100651026734,-Infinity,-0.14692625053640082,task:Sleep,-1.1428571428571429E-5,4.0137658746466825E-5,-1.1428571428571429E-5,2.5823274611537292,task:Diffuse,-8.753873150140322E-5,0.015400265653092642,-8.752857142857145E-5,-6.728E-5,
5,task:Sleep,-1.1428571428571427E-5,-1.7960113400374667E-6,0.0,0.0,task:Diffuse,-8.752857142857143E-5,0.01535219122179026,0.0,0.0,
6,task:10-0,-Infinity,-0.003687906305154814,-Infinity,-0.00820287985030186,task:Sleep,-1.1428571428571427E-5,0.003205660159999999,-1.1428571428571427E-5,2.7606839652877024,task:Diffuse,-8.752857142857143E-5,-5.403283912239413E-5,-8.752857142857143E-5,-6.728E-5,
7,task:10-0,-Infinity,-0.40166667514606197,-0.13761757585821466,-0.3241721626613136,task:Sleep,-1.1428571428571427E-5,0.01856950939599264,6.189534719999998E-4,6.189534719999998E-4,task:Diffuse,-8.752857142857143E-5,-5.383267674662586E-5,-6.728E-5,-6.728E-5,
8,task:10-0,-0.6388331291288873,-0.1752288469682414,0.0,0.0,task:Sleep,-1.1428571428571427E-5,0.015352777129849143,0.0,0.0,task:Diffuse,-8.752857142857143E-5,-2.5973664987998267E-5,0.0,0.0,
9,task:10-0,-0.45663745449580256,6.055086079839383,-0.02279554225582818,-Infinity,task:Sleep,-8.685906620577073E-6,-1.1428571048454787E-5,1.4915827558095572E-4,-1.1428571428571429E-5,task:Diffuse,0.012039587817452832,-7.700481610447458E-5,3.610252972222937E-4,-8.752857142857145E-5,
10,task:Sleep,-1.1428571428571429E-5,-5.949405916701403E-6,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.015618463102755095,0.0,0.0,
11,task:Sleep,-2.969257142857143E-5,0.017119049500835426,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-2.3494344368656542E-5,0.0,0.0,
12,task:Sleep,-2.969257142857143E-5,0.017119103855115735,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-7.053808017942973E-5,0.0,0.0,
13,task:Sleep,-1.1428571428571427E-5,-1.8377237748724853E-6,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01705765666776846,0.0,0.0,
14,task:Sleep,-2.969257142857143E-5,0.017124892917600464,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-3.136570230290848E-5,0.0,0.0,
15,task:Sleep,-1.1428571428571429E-5,0.01703668172137234,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-1.3286907333859517E-5,0.0,0.0,
16,task:Sleep,-2.969257142857143E-5,4.255895587762742E-5,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017060953337952954,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,0.016999573248628382,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-1.1909883929563131E-5,0.0,0.0,
18,task:10-0,8.659471831925375,-0.3347696900664386,-Infinity,-3.289836037115862,task:Sleep,-1.1428571428571427E-5,0.006812355437598267,-1.1428571428571429E-5,0.014515930869240544,task:Diffuse,-8.752857142857131E-5,-5.709879132024377E-5,-8.752857142857145E-5,-9.342276188578812E-5,
