0,
1,task:Sleep,-2.969257142857143E-5,0.017178897959296016,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,1.1057460863574142E-4,0.0,0.0,
2,task:Sleep,-1.1428571428571429E-5,0.017124108078725372,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-3.3145014878443945E-5,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,0.017197249238834658,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-3.697783084986284E-5,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,-8.870813433669564E-7,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.015445447716093434,0.0,0.0,
5,task:10-0,0.0,6.8492877449572624,-0.6535643505893329,-Infinity,task:Sleep,0.0,-6.4E-6,3.7471452426534506E-4,-1.1428571428571429E-5,task:Diffuse,4.549145599999997E-4,-6.728E-5,1.8960868180443373,-8.752857142857145E-5,
6,task:Sleep,-2.969257142857143E-5,0.01713314501442859,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-2.4750394674407768E-5,0.0,0.0,
7,task:10-0,-0.7838487360800758,-0.17205122156574024,0.0,0.0,task:Sleep,-2.9692571428571436E-5,-9.632124424936746E-6,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-5.3226920992059826E-5,0.0,0.0,
8,task:10-0,6.844760046854901,6.849283480818866,-2.4006378022925534,-Infinity,task:Sleep,0.0,-6.4E-6,4.772748554737051E-5,-1.1428571428571429E-5,task:Diffuse,0.002610972799999999,-6.728E-5,0.017171410044354955,-8.752857142857145E-5,
9,task:Sleep,-1.1428571428571429E-5,0.015517995865175922,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.322675285995693E-5,0.0,0.0,
10,task:Sleep,-1.1428571428571429E-5,0.01712690205444185,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-5.8402047976763425E-5,0.0,0.0,
11,task:Sleep,-2.969257142857143E-5,0.017133667793041922,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,5.7211759530285107E-5,0.0,0.0,
12,task:10-0,1.3425959335579498,6.84942652275585,-21.748423826790972,-Infinity,task:Sleep,0.0,0.0,1.0012489513090776E-4,-1.1428571428571429E-5,task:Diffuse,0.013391263999999998,0.0,-4.720432902881833E-5,-8.752857142857145E-5,
13,task:Sleep,-1.1428571428571429E-5,1.5417257430526787E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017002644309200374,0.0,0.0,
14,task:Sleep,-1.1428571428571427E-5,0.017119210588411617,0.0,0.0,task:Diffuse,-1.1892044240457145E-4,-6.527464996083236E-5,0.0,0.0,
15,task:Sleep,-2.969257142857143E-5,0.017119130035294947,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,-6.52790128539138E-5,0.0,0.0,
16,task:Sleep,-2.969257142857143E-5,1.1294383849299031E-4,0.0,0.0,task:Diffuse,-1.1736464182857145E-4,0.017111582443198072,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,0.01714747104612444,0.0,0.0,task:Diffuse,-8.752857142857145E-5,2.3751199034905627E-4,0.0,0.0,
18,task:10-0,-Infinity,-1.692959536623622,0.0,0.0,task:Sleep,-1.1428571428571429E-5,0.01452006929522529,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-7.112725994241599E-5,0.0,0.0,
