Sun Sep 06 13:22:16 CDT 2009,DIRL,0,0,0.13429422346469533,1.2208330796719182,111.09800364118152,299
Sun Sep 06 13:22:34 CDT 2009,SORA,0,0,0.03211399291713145,1.2133577952586234,34.09247240313087,92
Sun Sep 06 13:23:47 CDT 2009,RANDOM,0,0,0.025741164971812548,3.3673717570774797,6.771068200411189,94
Sun Sep 06 13:24:48 CDT 2009,TEAM,48,43,0.26307744184076365,8.72698297212037,26.348278521539243,383
Sun Sep 06 13:27:37 CDT 2009,COIN,25,19,0.025335267358560454,0.6641127860809233,58.282686717657434,86
Sun Sep 06 15:48:40 CDT 2009,SORA,0,0,0.23018594798705894,1.8580473002864646,108.94313429566012,479
Sun Sep 06 15:50:13 CDT 2009,DIRL,0,0,0.2573061308276791,1.5252367492378387,143.0830428938751,590
Sun Sep 06 15:52:02 CDT 2009,TEAM,43,38,0.23453869851351827,8.52212077520805,29.00130063516023,440
Sun Sep 06 15:57:42 CDT 2009,RANDOM,0,0,0.01666017250198746,3.3673717570774797,5.675029809479114,60
Sun Sep 06 15:59:07 CDT 2009,COIN,63,40,0.07558780836303794,1.350952942554971,76.44525224884943,245
