0,task:Sleep,0.0,0.0,0.0,0.0,task:Diffuse,0.0,0.0,0.0,0.0,
1,task:Sleep,-1.1428571428571427E-5,0.01703608081125455,0.0,0.0,task:Diffuse,-8.75284854102309E-5,-1.2559065014232736E-5,0.0,0.0,
2,task:Sleep,-1.1428571428571427E-5,0.015520982762374024,0.0,0.0,task:Diffuse,-8.75283809300709E-5,-2.591320422846812E-6,0.0,0.0,
3,task:Sleep,-1.1428571428571427E-5,3.525325564440832E-5,0.0,0.0,task:Diffuse,-8.741449545781148E-5,0.0152728993701351,0.0,0.0,
4,task:Sleep,-1.1428571428571427E-5,0.015509554171085106,0.0,0.0,task:Diffuse,-8.752857142856872E-5,-6.999853191366263E-5,0.0,0.0,
5,task:10-0,7.43220788627545,-0.03587580751332421,-0.5147189319277268,-0.9021553453978413,task:Sleep,4.2494575739689475E-4,0.01689887437385264,2.1434916353986288E-4,-1.1428571428571429E-5,task:Diffuse,2.463818509304912E-4,-8.662909951547724E-5,-4.296571264491563E-6,-8.752854649465943E-5,
6,task:Sleep,-1.1428571428571427E-5,0.013895492137704997,0.0,0.0,task:Diffuse,-8.752844297741254E-5,-3.1337352143218057E-5,0.0,0.0,
7,task:10-0,-0.8493188766093931,-0.5433989955631566,-0.10121167290039253,-0.17215808628082127,task:Sleep,-1.1428571428571427E-5,-1.5662179945068944E-6,2.7063019159453727,-1.1428571428571427E-5,task:Diffuse,-8.752857142857145E-5,2.9844087806367267E-5,-6.728E-5,-8.752857101388062E-5,
8,task:10-0,-0.07209089398267056,-0.08624451131109363,-0.0705684496992018,-2.424326113252713,task:Sleep,-1.1428571428571427E-5,-6.248118605862441E-6,2.311861959024145,-1.1428571428571429E-5,task:Diffuse,-8.752856988354699E-5,-1.0307762174791265E-5,0.0013019408275830075,-8.752925339394117E-5,
9,task:Sleep,-1.1428571428571427E-5,0.017033260362757527,0.0,0.0,task:Diffuse,-8.749178008112922E-5,3.450480192146202E-5,0.0,0.0,
10,task:Sleep,-1.1428571428571427E-5,0.015538387357177181,0.0,0.0,task:Diffuse,-8.752857142660976E-5,4.1905990119083584E-5,0.0,0.0,
11,task:Sleep,-1.1428571428571427E-5,0.015582744863754565,0.0,0.0,task:Diffuse,-8.752857142832975E-5,4.676968217074838E-5,0.0,0.0,
12,task:10-0,-0.05217254077680915,-0.04775826277197129,-Infinity,-Infinity,task:Sleep,-8.685714285695676E-6,0.015443853040056481,-1.1428571428571429E-5,-1.1428571428571397E-5,task:Diffuse,-8.70655957595583E-5,3.8739988651366506E-5,-8.752857142857145E-5,-8.428225642365122E-5,
13,task:Sleep,-1.1428571428571427E-5,-1.1892832422689734E-7,0.0,0.0,task:Diffuse,-8.752857142857143E-5,0.01713129082282243,0.0,0.0,
