0,
1,task:Sleep,-1.1428571428571429E-5,1.2684665752485783E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017073044909916932,0.0,0.0,
2,task:Sleep,-1.1428571428571429E-5,0.017028112939308268,0.0,0.0,task:Diffuse,-8.752857142857145E-5,2.8690571584166782E-5,0.0,0.0,
3,task:Sleep,-1.1428571428571429E-5,2.785652695294741E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01708857571650178,0.0,0.0,
4,task:Sleep,-1.1428571428571429E-5,-7.2024767534661586E-6,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01697572319384615,0.0,0.0,
5,task:10-0,8.85221217017317,-0.04391663622460795,-Infinity,-1.245876734576724,task:Sleep,-1.1428557540423919E-5,0.01486855568822881,-1.1428571428571429E-5,0.01826981208898322,task:Diffuse,-7.491824390398997E-5,-3.957676295169702E-5,-8.752857142857145E-5,-8.262996741609246E-5,
6,task:Sleep,-1.1428571428571429E-5,0.017127931357821737,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-4.8980366498346234E-5,0.0,0.0,
7,task:10-0,-3.6941915109409678,-0.541167481813671,-0.04272800415860727,-0.19587551726776076,task:Sleep,-1.1428571428571429E-5,0.01866699507417326,0.1657752918928593,-1.1428571428571427E-5,task:Diffuse,-8.752857142857145E-5,-4.736235624900351E-5,0.0018000354484335387,-8.752844420445373E-5,
8,task:10-0,8.655829907724499,-0.07731508832753024,-Infinity,-0.04905521757221041,task:Sleep,-1.1428571428571427E-5,-1.1375886938068876E-5,-1.1428571428571429E-5,-6.4E-6,task:Diffuse,-8.75278401939688E-5,-8.756310583235586E-5,-8.752857142857145E-5,2.975372266932692,
9,task:Sleep,-1.1428571428571429E-5,0.017241887224198556,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-1.2715165758379983E-5,0.0,0.0,
10,task:Sleep,-1.1428571428571429E-5,-1.9034293259139941E-6,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017052154717047574,0.0,0.0,
11,task:Sleep,-1.1428571428571427E-5,0.017133100553930452,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-4.1328260557415495E-5,0.0,0.0,
12,task:10-0,8.849445267046736,-0.04211887598357292,-Infinity,-0.10846613842506825,task:Sleep,0.0013336309527460634,1.051662654083511E-4,-1.1428571428571429E-5,0.01456912560457911,task:Diffuse,0.005393608322193261,0.015481767749409034,-8.752857142857145E-5,2.2987443824688282E-4,
13,task:Sleep,-1.1428571428571429E-5,0.015437070323649958,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.585285871686315E-5,0.0,0.0,
14,task:Sleep,-1.1428571428571429E-5,0.01702584853725983,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-2.7589085211711435E-5,0.0,0.0,
15,task:Sleep,-1.1428571428571429E-5,0.016934244708649345,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-3.915981547869576E-6,0.0,0.0,
16,task:Sleep,-1.1428571428571429E-5,2.696164926546149E-4,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017094562338661055,0.0,0.0,
17,task:Sleep,-1.1428571428571429E-5,0.01707990437556286,0.0,0.0,task:Diffuse,-8.752857142857145E-5,3.2547700166442E-5,0.0,0.0,
18,task:10-0,1.148166168731571,-1.2381628015143407,-Infinity,-2.6953933651802036,task:Sleep,0.0010451834884862552,1.148749085011929E-4,-1.1428571428571429E-5,-1.1000217599999998E-5,task:Diffuse,0.06525179171296203,0.015642035888933908,-8.752857142857145E-5,0.3053236879657557,
19,task:Sleep,-1.1428571428571429E-5,0.017122193080179364,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-6.256656900845823E-5,0.0,0.0,
20,task:Sleep,-1.1428571428571429E-5,4.324528591698852E-5,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.017072964147185784,0.0,0.0,
21,task:Sleep,-1.1428571428571427E-5,-8.905032664678358E-7,0.0,0.0,task:Diffuse,-8.752857142857145E-5,0.01705596672828614,0.0,0.0,
22,task:10-0,-0.16643797287278317,-0.0035700690407629654,-0.5430186314417397,-Infinity,task:Sleep,0.002969564943364805,0.014759424714796658,-1.1427917456720015E-5,-1.1428571428571429E-5,task:Diffuse,0.002295867687268405,-3.485635617720031E-5,-7.530531818064328E-5,-8.752857142857145E-5,
23,task:Sleep,-1.1428571428571427E-5,0.017121374528764798,0.0,0.0,task:Diffuse,-8.752857142857145E-5,-1.5962485800905214E-5,0.0,0.0,
